Title,Year,Duration,MPA,Rating,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,production_company,genres,seasons,filming_countries,continents,profit,roi,domestic_share,intl_gross_share
The Incredibles,2004,1h 55m,PG,8.0,92000000.0,70467623,631688498.0,261441092,2004-11-05,Walt Disney,Animation,Fall,USA,North America,539688498.0,586.6179326086956,41.387660663088404,58.61233933691159
Harry Potter and the Prisoner of Azkaban,2004,2h 22m,PG,7.9,130000000.0,93687367,808481128.0,250105651,2004-06-04,Warner Bros.,Adventure,Summer,GBR,Europe,678481128.0,521.90856,30.93524911567262,69.06475088432738
The Bourne Supremacy,2004,1h 48m,PG-13,7.7,75000000.0,52521865,292542992.0,176241941,2004-07-23,Universal Pictures,Action,Summer,IND,Asia,217542992.0,290.05732266666666,60.24480018991534,39.75519981008467
National Treasure,2004,2h 11m,PG,6.9,100000000.0,35142554,347512530.0,173008894,2004-11-19,Walt Disney,Action,Fall,USA,North America,247512530.0,247.51253000000003,49.784936963280146,50.215063036719854
Troy,2004,2h 43m,R,7.3,175000000.0,46865412,497409852.0,133378256,2004-05-14,Warner Bros.,Action,Spring,MEX,North America,322409852.0,184.23420114285713,26.814558550400402,73.1854414495996
Ocean's Twelve,2004,2h 5m,PG-13,6.5,110000000.0,39153380,362744280.0,125544280,2004-12-10,Warner Bros.,Unknown,Winter,NLD,Europe,252744280.0,229.76752727272728,34.609582265501196,65.39041773449881
Van Helsing,2004,2h 11m,PG-13,6.1,160000000.0,51748040,300157638.0,120177084,2004-05-07,Universal Pictures,Action,Spring,CZE,Europe,140157638.0,87.59852375,40.037989637964834,59.962010362035166
Million Dollar Baby,2004,2h 12m,PG-13,8.1,30000000.0,179953,216763646.0,100492203,2005-01-28,Warner Bros.,Drama,Winter,USA,North America,186763646.0,622.5454866666666,46.36026605679072,53.63973394320928
The Princess Diaries 2: Royal Engagement,2004,1h 53m,G,5.9,40000000.0,22956453,134734481.0,95170481,2004-08-11,Walt Disney,Romantic Comedy,Summer,GBR,Europe,94734481.0,236.8362025,70.63557917293643,29.364420827063565
Starsky & Hutch,2004,1h 41m,PG-13,6.1,60000000.0,28103367,170268750.0,88237754,2004-03-05,Warner Bros.,Comedy,Spring,USA,North America,110268750.0,183.78125,51.82263568623132,48.17736431376867
Along Came Polly,2004,1h 30m,PG-13,6.0,42000000.0,27721185,178311729.0,88097164,2004-01-16,Universal Pictures,Romantic Comedy,Winter,USA,North America,136311729.0,324.5517357142857,49.40626423963395,50.59373576036605
Scooby-Doo 2: Monsters Unleashed,2004,1h 33m,PG,5.3,80000000.0,29438331,181239132.0,84239132,2004-03-26,Warner Bros.,Adventure,Spring,CAN,North America,101239132.0,126.54891500000001,46.479549460654006,53.520450539346
Ray,2004,2h 32m,PG-13,7.7,40000000.0,20039730,123971376.0,75331600,2004-10-29,Universal Pictures,Drama,Fall,USA,North America,83971376.0,209.92844000000002,60.76531731002163,39.23468268997837
Miracle,2004,2h 15m,PG,7.5,28000000.0,19377577,64445708.0,64378093,2004-02-06,Walt Disney,Drama,Winter,CAN,North America,36445708.0,130.16324285714285,99.89508222952567,0.10491777047433477
Friday Night Lights,2004,1h 58m,PG-13,7.2,30000000.0,20269025,61950770.0,61255921,2004-10-08,Universal Pictures,Action,Fall,USA,North America,31950770.0,106.50256666666667,98.87838520812574,1.1216147918742576
The Chronicles of Riddick,2004,1h 59m,R,6.6,105000000.0,24289165,115900534.0,57761012,2004-06-11,Universal Pictures,Action,Summer,CAN,North America,10900534.0,10.381460952380953,49.836709121633554,50.16329087836644
A Cinderella Story,2004,1h 35m,PG,5.9,19000000.0,13623350,70080371.0,51438175,2004-07-16,Warner Bros.,Romantic Comedy,Summer,USA,North America,51080371.0,268.8440578947368,73.39883374761243,26.601166252387564
The Phantom of the Opera,2004,2h 23m,PG-13,7.2,70000000.0,4001890,154674241.0,51293931,2005-01-21,Warner Bros.,Drama,Winter,GBR,Europe,84674241.0,120.96320142857142,33.16255548976639,66.83744451023361
Home on the Range,2004,1h 16m,PG,5.4,110000000.0,13880771,145358062.0,50030461,2004-04-02,Walt Disney,Animation,Spring,USA,North America,35358062.0,32.14369272727273,34.418772726895604,65.5812272731044
In Good Company,2004,1h 49m,PG-13,6.5,26000000.0,151750,61315215.0,45806659,2005-01-14,Universal Pictures,Romantic Comedy,Winter,USA,North America,35315215.0,135.82775,74.70683907738072,25.29316092261929
Bridget Jones: The Edge of Reason,2004,1h 48m,R,6.0,40000000.0,8684055,265126918.0,40226215,2004-11-19,Universal Pictures,Romantic Comedy,Fall,AUT,Europe,225126918.0,562.817295,15.172437149516444,84.82756285048355
Catwoman,2004,1h 44m,PG-13,3.4,100000000.0,16728411,82402379.0,40202379,2004-07-23,Warner Bros.,Action,Summer,CAN,North America,-17597621.0,-17.597621,48.78788633032063,51.21211366967937
Alexander,2004,2h 55m,R,5.6,155000000.0,13687087,167298192.0,34297191,2004-11-24,Warner Bros.,Action,Fall,MAR,Africa,12298192.0,7.934317419354839,20.50063457948189,79.4993654205181
Taking Lives,2004,1h 43m,R,6.2,45000000.0,11458465,65470529.0,32682342,2004-03-19,Warner Bros.,Unknown,Spring,CAN,North America,20470529.0,45.49006444444444,49.91916591967662,50.08083408032338
Confessions of a Teenage Drama Queen,2004,1h 29m,PG,4.7,15000000.0,9350572,33251890.0,29331068,2004-02-20,Walt Disney,Comedy,Winter,CAN,North America,18251890.0,121.67926666666666,88.20872437626853,11.791275623731464
Around the World in 80 Days,2004,2h,PG,5.9,110000000.0,7576132,72660444.0,24008137,2004-06-16,Walt Disney,Action,Summer,DEU,Europe,-37339556.0,-33.94505090909091,33.041550090170105,66.9584499098299
NASCAR: The IMAX Experience,2004,48m,PG,6.9,,1452639,22248831.0,21583831,2004-03-12,Warner Bros.,Documentary,Spring,USA,North America,,,97.0110789191576,2.9889210808424047
Torque,2004,1h 24m,PG-13,4.1,40000000.0,9970557,46546197.0,21215059,2004-01-16,Warner Bros.,Action,Winter,USA,North America,6546197.0,16.365492500000002,45.57850128980462,54.42149871019538
Wimbledon,2004,1h 38m,PG-13,6.3,31000000.0,7118985,41682237.0,17001133,2004-09-17,Universal Pictures,Romantic Comedy,Fall,GBR,Europe,10682237.0,34.458829032258066,40.78747740914193,59.212522590858065
Shaun of the Dead,2004,1h 39m,R,7.9,4000000.0,3300000,31636877.0,14461359,2004-09-24,Universal Pictures,Comedy,Fall,GBR,Europe,27636877.0,690.921925,45.710450497373685,54.28954950262632
New York Minute,2004,1h 31m,PG,5.0,30000000.0,5962106,21289826.0,14071441,2004-05-07,Warner Bros.,Adventure,Spring,CAN,North America,-8710174.0,-29.033913333333334,66.09467357788645,33.905326422113546
Connie and Carla,2004,1h 38m,PG-13,6.3,27000000.0,3254940,11341016.0,8085771,2004-04-16,Universal Pictures,Comedy,Spring,USA,North America,-15658984.0,-57.996237037037034,71.29670745548722,28.703292544512767
Teacher's Pet,2004,1h 13m,PG,5.7,10000000.0,2461252,6491969.0,6491969,2004-01-16,Walt Disney,Animation,Winter,USA,North America,-3508031.0,-35.08031,100.0,0.0
America's Heart & Soul,2004,1h 24m,PG,5.1,,134939,314402.0,314402,2004-07-02,Walt Disney,Documentary,Summer,Unknown,Unknown,,,100.0,0.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,2h 23m,PG,6.9,180000000.0,65556312,745013115.0,291710957,2005-12-09,Walt Disney,Adventure,Winter,CZE,Europe,565013115.0,313.89617499999997,39.15514386615865,60.844856133841354
Harry Potter and the Goblet of Fire,2005,2h 37m,PG-13,7.7,150000000.0,102685961,897468207.0,290469928,2005-11-18,Warner Bros.,Adventure,Fall,GBR,Europe,747468207.0,498.312138,32.365483895074625,67.63451610492538
King Kong,2005,3h 7m,PG-13,7.2,207000000.0,50130145,556906378.0,218080025,2005-12-14,Universal Pictures,Action,Winter,NZL,Oceania,349906378.0,169.03689758454107,39.15918969776999,60.84081030223001
Batman Begins,2005,2h 20m,PG-13,8.2,150000000.0,48745440,375406308.0,206863479,2005-06-15,Warner Bros.,Action,Summer,ISL,Europe,225406308.0,150.270872,55.10388999643554,44.89611000356446
Charlie and the Chocolate Factory,2005,1h 55m,PG,6.7,150000000.0,56178450,474968763.0,206459076,2005-07-15,Warner Bros.,Adventure,Summer,GBR,Europe,324968763.0,216.64584200000002,43.46792717398134,56.53207282601866
Chicken Little,2005,1h 21m,G,5.7,150000000.0,40049778,314432837.0,135386665,2005-11-04,Walt Disney,Animation,Fall,USA,North America,164432837.0,109.62189133333334,43.05741928601433,56.94258071398567
The Pacifier,2005,1h 35m,PG,5.6,56000000.0,30552694,198636868.0,113086868,2005-03-04,Walt Disney,Action,Spring,CAN,North America,142636868.0,254.70869285714284,56.93145947105851,43.06854052894148
The 40-Year-Old Virgin,2005,1h 56m,R,7.1,26000000.0,21422815,177378645.0,109449237,2005-08-19,Universal Pictures,Romantic Comedy,Summer,USA,North America,151378645.0,582.2255576923077,61.70372820245639,38.29627179754361
The Dukes of Hazzard,2005,1h 44m,PG-13,5.1,50000000.0,30675314,111069515.0,80270227,2005-08-05,Warner Bros.,Comedy,Summer,USA,North America,61069515.0,122.13902999999999,72.27025975579348,27.729740244206525
Constantine,2005,2h 1m,R,7.0,100000000.0,29769098,230884728.0,75976178,2005-02-18,Warner Bros.,Action,Winter,USA,North America,130884728.0,130.884728,32.90654113770574,67.09345886229427
The Interpreter,2005,2h 8m,PG-13,6.4,80000000.0,22822455,162944923.0,72708161,2005-04-22,Universal Pictures,Unknown,Spring,MOZ,Africa,82944923.0,103.68115375,44.62131109172392,55.37868890827609
V for Vendetta,2005,2h 12m,R,8.1,54000000.0,25642340,134686457.0,70511035,2006-03-17,Warner Bros.,Action,Spring,GBR,Europe,80686457.0,149.41936481481483,52.35198591644593,47.648014083554074
Herbie: Fully Loaded,2005,1h 41m,G,4.9,50000000.0,12709221,144146816.0,66023816,2005-06-22,Walt Disney,Adventure,Summer,USA,North America,94146816.0,188.293632,45.803173342378926,54.19682665762108
Sky High,2005,1h 40m,PG,6.3,35000000.0,14631784,86369815.0,63946815,2005-07-29,Walt Disney,Action,Summer,USA,North America,51369815.0,146.77089999999998,74.03838366447815,25.961616335521846
Jarhead,2005,2h 5m,R,7.0,72000000.0,27726210,97076152.0,62658220,2005-11-04,Universal Pictures,Drama,Fall,USA,North America,25076152.0,34.82798888888889,64.54543027210225,35.45456972789774
Cinderella Man,2005,2h 24m,PG-13,8.0,88000000.0,18320205,108539911.0,61649911,2005-06-03,Universal Pictures,Drama,Summer,CAN,North America,20539911.0,23.340807954545454,56.799301226624365,43.20069877337563
White Noise,2005,1h 41m,PG-13,5.5,10000000.0,24113565,91196419.0,56386759,2005-01-07,Universal Pictures,Drama,Winter,CAN,North America,81196419.0,811.9641899999999,61.83001440001718,38.16998559998282
Corpse Bride,2005,1h 17m,PG,7.4,40000000.0,388166,117237680.0,53401527,2005-09-23,Warner Bros.,Animation,Fall,USA,North America,77237680.0,193.0942,45.54979849481839,54.4502015051816
Kicking & Screaming,2005,1h 35m,PG,5.6,45000000.0,20159925,56070433.0,52842724,2005-05-13,Universal Pictures,Comedy,Spring,USA,North America,11070433.0,24.600962222222222,94.24347409623178,5.756525903768212
Syriana,2005,2h 8m,R,6.9,50000000.0,374502,93974620.0,50824620,2005-12-09,Warner Bros.,Drama,Winter,MAR,Africa,43974620.0,87.94923999999999,54.0833471845909,45.9166528154091
The Skeleton Key,2005,1h 44m,PG-13,6.5,43000000.0,16057945,93983911.0,47907715,2005-08-12,Universal Pictures,Drama,Summer,USA,North America,50983911.0,118.56723488372094,50.974379008338985,49.02562099166101
Munich,2005,2h 44m,R,7.5,70000000.0,4152260,130982407.0,47403685,2006-01-06,Universal Pictures,Drama,Winter,MLT,Europe,60982407.0,87.11772428571429,36.19087943619787,63.809120563802125
Nanny McPhee,2005,1h 37m,PG,6.6,25000000.0,14503650,123276807.0,47144110,2006-01-27,Universal Pictures,Comedy,Winter,GBR,Europe,98276807.0,393.107228,38.242481410148784,61.757518589851216
Must Love Dogs,2005,1h 38m,PG-13,5.9,30000000.0,12855321,58231520.0,43894863,2005-07-29,Warner Bros.,Romantic Comedy,Summer,USA,North America,28231520.0,94.10506666666667,75.37990249953977,24.62009750046023
Rumor Has It...,2005,1h 37m,PG-13,5.5,55000000.0,3473155,88933562.0,43000262,2005-12-25,Warner Bros.,Comedy,Winter,USA,North America,33933562.0,61.69738545454545,48.35099486963088,51.64900513036912
Pride & Prejudice,2005,2h 9m,PG,7.8,28000000.0,2804000,121803070.0,38591603,2005-11-23,Universal Pictures,Drama,Fall,GBR,Europe,93803070.0,335.0109642857143,31.68360452655257,68.31639547344743
The Island,2005,2h 16m,PG-13,6.8,126000000.0,12409070,162949164.0,35818913,2005-07-22,Warner Bros.,Action,Summer,USA,North America,36949164.0,29.324733333333334,21.981648828833514,78.01835117116649
House of Wax,2005,1h 53m,R,5.5,40000000.0,12077236,68766121.0,32064800,2005-05-06,Warner Bros.,Horror,Spring,AUS,Oceania,28766121.0,71.9153025,46.628775236573254,53.37122476342675
Serenity,2005,1h 59m,PG-13,7.8,39000000.0,10086680,40447016.0,25514517,2005-09-30,Universal Pictures,Action,Fall,USA,North America,1447016.0,3.710297435897436,63.08133336708943,36.91866663291057
Ice Princess,2005,1h 38m,G,6.1,,6807471,27645491.0,24402491,2005-03-18,Walt Disney,Comedy,Spring,CAN,North America,,,88.2693347714461,11.730665228553908
Land of the Dead,2005,1h 33m,R,6.2,15000000.0,10221705,47074133.0,20700082,2005-06-24,Universal Pictures,Horror,Summer,CAN,North America,32074133.0,213.82755333333333,43.97336855890686,56.02663144109313
The Producers,2005,2h 14m,PG-13,6.4,45000000.0,154590,38075318.0,19398532,2005-12-25,Universal Pictures,Comedy,Winter,USA,North America,-6924682.0,-15.388182222222222,50.94778722530958,49.05221277469042
North Country,2005,2h 6m,R,7.3,35000000.0,6422455,25211175.0,18337722,2005-10-21,Warner Bros.,Drama,Fall,USA,North America,-9788825.0,-27.968071428571427,72.73648292870126,27.263517071298736
Pooh's Heffalump Movie,2005,1h 8m,G,6.4,20000000.0,5805559,52858433.0,18098433,2005-02-11,Walt Disney,Animation,Winter,Unknown,Unknown,32858433.0,164.29216499999998,34.23944292862409,65.76055707137591
The Perfect Man,2005,1h 40m,PG,5.5,10000000.0,5300980,19770475.0,16535005,2005-06-17,Universal Pictures,Comedy,Summer,CAN,North America,9770475.0,97.70474999999999,83.63483932480125,16.36516067519875
The Greatest Game Ever Played,2005,2h,PG,7.4,26000000.0,3657322,15431177.0,15337393,2005-09-30,Walt Disney,Drama,Fall,CAN,North America,-10568823.0,-40.64931923076923,99.3922433784539,0.6077566215461075
Kiss Kiss Bang Bang,2005,1h 43m,R,7.5,15000000.0,180660,15785458.0,4243756,2005-11-11,Warner Bros.,Comedy,Fall,USA,North America,785458.0,5.236386666666667,26.883958640921286,73.11604135907872
Pirates of the Caribbean: Dead Man's Chest,2006,2h 31m,PG-13,7.4,225000000.0,135634554,1066179747.0,423315812,2006-07-07,Walt Disney,Action,Summer,Unknown,Unknown,841179747.0,373.85766533333333,39.703981733954286,60.296018266045714
Cars,2006,1h 56m,G,7.3,120000000.0,60119509,461996328.0,244082982,2006-06-09,Walt Disney,Animation,Summer,USA,North America,341996328.0,284.99694,52.83223419905623,47.16776580094377
300,2006,1h 57m,R,7.6,65000000.0,70885301,456082343.0,210629101,2007-03-09,Warner Bros.,Action,Spring,CAN,North America,391082343.0,601.6651430769231,46.182252883225516,53.817747116774484
Superman Returns,2006,2h 34m,PG-13,6.1,270000000.0,52535096,391081192.0,200081192,2006-06-30,Warner Bros.,Action,Summer,AUS,Oceania,121081192.0,44.84488592592592,51.16103665757468,48.83896334242532
Happy Feet,2006,1h 48m,PG,6.4,100000000.0,41533432,384336179.0,198000317,2006-11-17,Warner Bros.,Animation,Fall,AUS,Oceania,284336179.0,284.336179,51.51748074177529,48.48251925822471
The Departed,2006,2h 31m,R,8.5,90000000.0,26887467,291481358.0,132399394,2006-10-06,Warner Bros.,Drama,Fall,USA,North America,201481358.0,223.86817555555555,45.42293713342724,54.57706286657276
The Break-Up,2006,1h 46m,PG-13,5.8,52000000.0,39172785,205668210.0,118703275,2006-06-02,Universal Pictures,Romantic Comedy,Summer,USA,North America,153668210.0,295.5157884615385,57.715908063769305,42.28409193623069
Inside Man,2006,2h 9m,R,7.6,45000000.0,28954945,186003591.0,88513495,2006-03-24,Universal Pictures,Drama,Spring,USA,North America,141003591.0,313.34131333333335,47.586981801872845,52.41301819812715
The Santa Clause 3: The Escape Clause,2006,1h 32m,G,4.8,12000000.0,19504038,110768122.0,84500122,2006-11-03,Walt Disney,Adventure,Fall,USA,North America,98768122.0,823.0676833333334,76.28559595873622,23.714404041263784
Eight Below,2006,2h,PG,7.3,40000000.0,20188176,120455994.0,81612565,2006-02-17,Walt Disney,Adventure,Winter,GRL,North America,80455994.0,201.13998500000002,67.75301277244866,32.24698722755133
"You, Me and Dupree",2006,1h 50m,PG-13,5.6,54000000.0,21525560,130628903.0,75628110,2006-07-14,Universal Pictures,Romantic Comedy,Summer,USA,North America,76628903.0,141.90537592592594,57.89538782240252,42.10461217759748
Miami Vice,2006,2h 12m,R,6.1,135000000.0,25723815,163794509.0,63450470,2006-07-28,Universal Pictures,Action,Summer,URY,South America,28794509.0,21.329265925925924,38.73784926453182,61.26215073546818
The Holiday,2006,2h 16m,PG-13,7.0,85000000.0,12778913,205219880.0,63224849,2006-12-08,Universal Pictures,Romantic Comedy,Winter,GBR,Europe,120219880.0,141.43515294117648,30.808345175915708,69.1916548240843
The Fast and the Furious: Tokyo Drift,2006,1h 44m,PG-13,6.1,85000000.0,23973840,158968749.0,62514415,2006-06-16,Universal Pictures,Action,Summer,USA,North America,73968749.0,87.02205764705883,39.32497135018657,60.675028649813434
The Shaggy Dog,2006,1h 38m,PG,4.4,50000000.0,16310058,87134280.0,61123569,2006-03-10,Walt Disney,Comedy,Spring,USA,North America,37134280.0,74.26856,70.14870496433781,29.8512950356622
Poseidon,2006,1h 38m,PG-13,5.7,160000000.0,22155410,181674817.0,60674817,2006-05-12,Warner Bros.,Action,Spring,USA,North America,21674817.0,13.546760625000001,33.39748348280984,66.60251651719015
The Good Shepherd,2006,2h 47m,R,6.7,110000000.0,9912110,100266865.0,59952835,2006-12-22,Universal Pictures,Drama,Winter,DOM,North America,-9733135.0,-8.848304545454546,59.79326769616263,40.20673230383737
Curious George,2006,1h 27m,G,6.5,50000000.0,14703405,69865924.0,58360760,2006-02-10,Universal Pictures,Animation,Winter,USA,North America,19865924.0,39.731848,83.53251006885702,16.46748993114297
Invincible,2006,1h 45m,PG,7.0,40000000.0,17031122,58480828.0,57806952,2006-08-25,Walt Disney,Drama,Summer,USA,North America,18480828.0,46.20207,98.84769757363901,1.152302426360995
Blood Diamond,2006,2h 23m,R,8.0,100000000.0,8648324,171720398.0,57377916,2006-12-08,Warner Bros.,Adventure,Winter,ZAF,Africa,71720398.0,71.720398,33.41357035522361,66.58642964477639
The Prestige,2006,2h 10m,PG-13,8.5,40000000.0,14801808,109676311.0,53089891,2006-10-20,Warner Bros.,Drama,Fall,USA,North America,69676311.0,174.1907775,48.40597802382321,51.59402197617678
The Lake House,2006,1h 39m,PG,6.8,40000000.0,13616196,114830111.0,52330111,2006-06-16,Warner Bros.,Drama,Summer,USA,North America,74830111.0,187.0752775,45.571767321552095,54.428232678447905
Firewall,2006,1h 45m,PG-13,5.8,50000000.0,13635463,82751189.0,48751189,2006-02-10,Warner Bros.,Unknown,Winter,USA,North America,32751189.0,65.50237800000001,58.91297706912707,41.087022930872934
We Are Marshall,2006,2h 11m,PG,7.1,65000000.0,6114264,43545364.0,43545364,2006-12-22,Warner Bros.,Drama,Winter,USA,North America,-21454636.0,-33.0071323076923,100.0,0.0
Glory Road,2006,1h 58m,PG,7.2,,13594734,42938449.0,42647449,2006-01-13,Walt Disney,Drama,Winter,USA,North America,,,99.32228572112606,0.6777142788739295
Lady in the Water,2006,1h 50m,PG-13,5.5,70000000.0,18044396,72785169.0,42285169,2006-07-21,Warner Bros.,Drama,Summer,USA,North America,2785169.0,3.978812857142857,58.0958587868361,41.90414121316391
The Wild,2006,1h 22m,G,5.2,80000000.0,9684809,102338515.0,37384046,2006-04-14,Walt Disney,Animation,Spring,CAN,North America,22338515.0,27.92314375,36.52979134981585,63.47020865018415
Accepted,2006,1h 33m,PG-13,6.4,23000000.0,10023835,38623262.0,36323505,2006-08-18,Universal Pictures,Comedy,Summer,USA,North America,15623262.0,67.92722608695652,94.04566864393794,5.954331356062053
Smokin' Aces,2006,1h 48m,R,6.6,17000000.0,14638755,57232879.0,35787686,2007-01-26,Universal Pictures,Action,Winter,USA,North America,40232879.0,236.66399411764706,62.52994192376728,37.47005807623272
Children of Men,2006,1h 49m,R,7.9,76000000.0,501003,70596471.0,35552383,2007-01-05,Universal Pictures,Drama,Winter,URY,South America,-5403529.0,-7.109906578947369,50.36000028953289,49.639999710467116
Flags of Our Fathers,2006,2h 15m,R,7.1,90000000.0,10245190,65900249.0,33602376,2006-10-20,Warner Bros.,Action,Fall,JPN,Asia,-24099751.0,-26.777501111111114,50.989755744322,49.010244255678
United 93,2006,1h 51m,R,7.6,15000000.0,11478360,76700659.0,31483450,2006-04-28,Universal Pictures,Action,Spring,MAR,Africa,61700659.0,411.33772666666664,41.04717014230608,58.95282985769392
The Ant Bully,2006,1h 28m,PG,5.8,50000000.0,8432465,55181129.0,28142535,2006-07-28,Warner Bros.,Animation,Summer,USA,North America,5181129.0,10.362258,51.00028852254908,48.99971147745092
The Wicker Man,2006,1h 42m,PG-13,3.8,40000000.0,9610204,38806015.0,23649127,2006-09-01,Warner Bros.,Horror,Fall,CAN,North America,-1193985.0,-2.9849625,60.941910680599385,39.058089319400615
The Black Dahlia,2006,2h 1m,R,5.6,50000000.0,10005895,49332692.0,22545080,2006-09-15,Universal Pictures,Drama,Fall,BGR,Europe,-667308.0,-1.334616,45.700080587534124,54.29991941246588
Beerfest,2006,1h 50m,R,6.2,17500000.0,7031228,20387597.0,19185184,2006-08-25,Warner Bros.,Comedy,Summer,USA,North America,2887597.0,16.500554285714287,94.10223284284068,5.897767157159326
Unaccompanied Minors,2006,1h 30m,PG,5.4,25000000.0,5815474,21949234.0,16655224,2006-12-08,Warner Bros.,Adventure,Winter,USA,North America,-3050766.0,-12.203064,75.88066171238596,24.119338287614045
Letters from Iwo Jima,2006,2h 21m,R,7.8,19000000.0,89097,68673228.0,13756082,2007-02-02,Warner Bros.,Action,Winter,JPN,Asia,49673228.0,261.43804210526315,20.031215075545887,79.96878492445411
The Astronaut Farmer,2006,1h 44m,PG,6.3,13000000.0,4454319,11130889.0,11003643,2007-02-23,Warner Bros.,Adventure,Winter,USA,North America,-1869111.0,-14.377776923076924,98.85682087028269,1.143179129717312
The Fountain,2006,1h 37m,PG-13,7.2,35000000.0,3768702,16468343.0,10144010,2006-11-22,Warner Bros.,Drama,Fall,GTM,North America,-18531657.0,-52.94759142857143,61.597028917845584,38.40297108215441
American Dreamz,2006,1h 47m,PG-13,5.5,17000000.0,3667420,16656103.0,7191830,2006-04-21,Universal Pictures,Comedy,Spring,USA,North America,-343897.0,-2.0229235294117647,43.17834730008574,56.82165269991426
The Good German,2006,1h 45m,R,6.0,32000000.0,76817,5914908.0,1308696,2007-01-19,Warner Bros.,Drama,Winter,USA,North America,-26085092.0,-81.5159125,22.125382169934007,77.874617830066
Southland Tales,2006,2h 25m,R,5.3,17000000.0,117000,374755.0,275380,2007-12-07,Universal Pictures,Comedy,Winter,USA,North America,-16625245.0,-97.79555882352942,73.48267534789396,26.517324652106044
Pirates of the Caribbean: At World's End,2007,2h 49m,PG-13,7.1,300000000.0,114732820,961691209.0,309420425,2007-05-25,Walt Disney,Action,Spring,USA,North America,661691209.0,220.56373633333334,32.17461302591568,67.82538697408432
Harry Potter and the Order of the Phoenix,2007,2h 18m,PG-13,7.5,150000000.0,77108414,942867374.0,292382727,2007-07-11,Warner Bros.,Action,Summer,GBR,Europe,792867374.0,528.5782493333334,31.009952731697766,68.99004726830223
I Am Legend,2007,1h 41m,PG-13,7.2,150000000.0,77211321,585410052.0,256393010,2007-12-14,Warner Bros.,Drama,Winter,USA,North America,435410052.0,290.273368,43.797165614778336,56.20283438522166
The Bourne Ultimatum,2007,1h 55m,PG-13,8.0,110000000.0,69283690,442824138.0,227471070,2007-08-03,Universal Pictures,Action,Summer,ESP,Europe,332824138.0,302.5673981818182,51.36826348883447,48.63173651116553
National Treasure: Book of Secrets,2007,2h 4m,PG,6.5,130000000.0,44783772,459242249.0,219964115,2007-12-21,Walt Disney,Action,Winter,GBR,Europe,329242249.0,253.26326846153847,47.89718617548186,52.10281382451814
Ratatouille,2007,1h 51m,G,8.1,150000000.0,47027395,623729380.0,206445654,2007-06-27,Walt Disney,Animation,Summer,Unknown,Unknown,473729380.0,315.8195866666666,33.09859381644007,66.90140618355993
Knocked Up,2007,2h 9m,R,6.9,30000000.0,30690990,219922417.0,148768917,2007-06-01,Universal Pictures,Romantic Comedy,Summer,USA,North America,189922417.0,633.0747233333334,67.64609039377737,32.353909606222636
American Gangster,2007,2h 37m,R,7.8,100000000.0,43565135,269755430.0,130164645,2007-11-02,Universal Pictures,Drama,Fall,THA,Asia,169755430.0,169.75543,48.25283591140315,51.74716408859684
Enchanted,2007,1h 47m,PG,7.1,85000000.0,34440317,340487869.0,127807262,2007-11-21,Walt Disney,Animation,Fall,USA,North America,255487869.0,300.57396352941174,37.53650970748682,62.46349029251318
I Now Pronounce You Chuck & Larry,2007,1h 55m,PG-13,5.9,85000000.0,34233750,187134117.0,120059556,2007-07-20,Universal Pictures,Comedy,Summer,CAN,North America,102134117.0,120.15778470588234,64.1569575471906,35.84304245280939
Ocean's Thirteen,2007,2h 2m,PG-13,6.9,85000000.0,36133403,311312624.0,117154724,2007-06-08,Warner Bros.,Unknown,Summer,USA,North America,226312624.0,266.25014588235297,37.6325002483677,62.3674997516323
Evan Almighty,2007,1h 36m,PG,5.4,175000000.0,31192615,174440724.0,100462298,2007-06-22,Universal Pictures,Comedy,Summer,USA,North America,-559276.0,-0.3195862857142857,57.59108062404052,42.40891937595948
Meet the Robinsons,2007,1h 35m,G,6.8,150000000.0,25123781,169333034.0,97822171,2007-03-30,Walt Disney,Animation,Spring,USA,North America,19333034.0,12.888689333333334,57.76910074144186,42.23089925855813
The Bucket List,2007,1h 37m,PG-13,7.4,45000000.0,335837,175372502.0,93466502,2008-01-11,Warner Bros.,Adventure,Winter,IND,Asia,130372502.0,289.7166711111111,53.29598479469717,46.704015205302824
The Game Plan,2007,1h 50m,PG,6.4,22000000.0,22950971,147880543.0,90648202,2007-09-28,Walt Disney,Comedy,Fall,USA,North America,125880543.0,572.1842863636364,61.298261529916076,38.701738470083924
Beowulf,2007,1h 55m,PG-13,6.3,150000000.0,27515871,196393745.0,82280579,2007-11-16,Warner Bros.,Animation,Fall,USA,North America,46393745.0,30.92916333333333,41.8957227991146,58.10427720088539
Fred Claus,2007,1h 56m,PG,5.7,100000000.0,18515473,97838349.0,72006777,2007-11-09,Warner Bros.,Comedy,Fall,GBR,Europe,-2161651.0,-2.161651,73.59770247145114,26.40229752854885
Charlie Wilson's War,2007,1h 42m,R,7.0,75000000.0,9656250,119483446.0,66661095,2007-12-21,Universal Pictures,Comedy,Winter,MAR,Africa,44483446.0,59.311261333333334,55.791071676991976,44.208928323008024
Sweeney Todd: The Demon Barber of Fleet Street,2007,1h 56m,R,7.3,50000000.0,9300805,153384272.0,52898073,2007-12-21,Warner Bros.,Drama,Winter,GBR,Europe,103384272.0,206.768544,34.48728628447641,65.51271371552359
