Title,Year,Duration,MPA,Rating,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,production_company,genres,seasons,filming_countries,continents,profit,roi,domestic_share,intl_gross_share
Snow White and the Seven Dwarfs,1937,1h 23m,Approved,7.6,1499000.0,6017914,184960747.0,184925486,1938-02-04,Walt Disney,Animation,Winter,USA,North America,183461747.0,12238.942428285523,99.98093595502185,0.019064044978148797
Pinocchio,1940,1h 28m,Approved,7.5,2600000.0,3769251,121892045.0,84254167,1940-02-23,Walt Disney,Animation,Winter,USA,North America,119292045.0,4588.155576923077,69.12195705634441,30.878042943655593
Fantasia,1940,2h 4m,G,7.7,2280000.0,980798,76411978.0,76408097,1941-09-19,Walt Disney,Animation,Fall,USA,North America,74131978.0,3251.402543859649,99.99492095336151,0.005079046638473355
Bambi,1942,1h 9m,Approved,7.3,858000.0,7216741,267447150.0,102247150,1942-08-21,Walt Disney,Animation,Summer,USA,North America,266589150.0,31070.996503496503,38.23078690500161,61.7692130949984
Casablanca,1942,1h 42m,PG,8.5,950000.0,181494,4727083.0,4219709,1943-01-23,Warner Bros.,Drama,Winter,USA,North America,3777083.0,397.58768421052633,89.26665768297278,10.733342317027224
Song of the South,1946,1h 34m,Approved,6.9,,4203111,37459346.0,37459346,1946-11-20,Walt Disney,Animation,Fall,USA,North America,,,100.0,0.0
The Treasure of the Sierra Madre,1948,2h 6m,Approved,8.2,3000000.0,144074,5014000.0,5014000,1948-01-24,Warner Bros.,Adventure,Winter,USA,North America,2014000.0,67.13333333333334,100.0,0.0
Cinderella,1950,1h 14m,G,7.3,2900000.0,1300000,96383330.0,93141149,1950-03-04,Walt Disney,Animation,Spring,FRA,Europe,93483330.0,3223.563103448276,96.63616000816738,3.363839991832612
Peter Pan,1953,1h 17m,G,7.3,4000000.0,957256,87405849.0,87404651,1953-02-05,Walt Disney,Animation,Winter,USA,North America,83405849.0,2085.146225,99.9986293823426,0.0013706176574064283
Dial M for Murder,1954,1h 45m,PG,8.2,1400000.0,12562,45313.0,24845,1954-05-29,Warner Bros.,Drama,Spring,USA,North America,-1354687.0,-96.76335714285715,54.82973980976762,45.17026019023238
Lady and the Tramp,1955,1h 16m,G,7.3,4000000.0,2804272,93934179.0,93602326,1955-06-22,Walt Disney,Animation,Summer,USA,North America,89934179.0,2248.354475,99.64671751695407,0.3532824830459209
Rebel Without a Cause,1955,1h 51m,PG-13,7.6,1500000.0,116668,217945.0,212780,1955-10-27,Warner Bros.,Drama,Fall,USA,North America,-1282055.0,-85.47033333333334,97.63013604349722,2.3698639565027877
Touch of Evil,1958,1h 35m,PG-13,7.9,829000.0,70725,2285063.0,2247465,1958-04-23,Universal Pictures,Drama,Spring,USA,North America,1456063.0,175.64089264173703,98.35461866915705,1.645381330842957
One Hundred and One Dalmatians,1961,1h 19m,G,7.3,4000000.0,2389226,215880014.0,144880014,1961-01-25,Walt Disney,Animation,Winter,USA,North America,211880014.0,5297.000349999999,67.11136029479783,32.888639705202166
The Sword in the Stone,1963,1h 19m,G,7.1,3000000.0,2230614,12000000.0,12000000,1964-06-21,Walt Disney,Animation,Summer,Unknown,Unknown,9000000.0,300.0,100.0,0.0
My Fair Lady,1964,2h 50m,G,7.7,17000000.0,354764,72685970.0,72560711,1964-12-25,Warner Bros.,Drama,Winter,USA,North America,55685970.0,327.5645294117647,99.82767100721088,0.17232899278911734
The Jungle Book,1967,1h 18m,Approved,7.6,4000000.0,5291670,205843612.0,141843612,1967-10-18,Walt Disney,Animation,Fall,USA,North America,201843612.0,5046.0903,68.90843520565507,31.09156479434494
The Aristocats,1970,1h 18m,G,7.1,4000000.0,3168071,191000000.0,59000000,1970-12-24,Walt Disney,Animation,Winter,USA,North America,187000000.0,4675.0,30.89005235602094,69.10994764397905
The Exorcist,1973,2h 2m,R,8.1,11000000.0,8175666,430872776.0,233005644,1973-12-26,Warner Bros.,Horror,Winter,IRQ,Asia,419872776.0,3817.0252363636364,54.07759714203898,45.922402857961025
Mean Streets,1973,1h 52m,R,7.2,500000.0,32645,61676.0,32645,1973-10-14,Warner Bros.,Drama,Fall,USA,North America,-438324.0,-87.6648,52.92982683701927,47.07017316298074
Jaws,1975,2h 4m,PG,8.1,7000000.0,7061513,477916625.0,267263625,1975-06-20,Universal Pictures,Adventure,Summer,USA,North America,470916625.0,6727.380357142857,55.92264654948968,44.07735345051032
Midway,1976,2h 12m,PG,6.8,,4356666,,43220000,1976-06-18,Universal Pictures,Action,Summer,Unknown,Unknown,,,,
The Rescuers,1977,1h 17m,G,6.9,7500000.0,2111582,71215869.0,71215869,1977-06-22,Walt Disney,Animation,Summer,USA,North America,63715869.0,849.5449199999999,100.0,0.0
"Oh, God!",1977,1h 38m,PG,6.6,,2040920,41687243.0,41687243,1977-10-07,Warner Bros.,Comedy,Fall,USA,North America,,,100.0,0.0
Exorcist II: The Heretic,1977,1h 57m,R,3.8,14000000.0,6735000,30749142.0,30749142,1977-06-17,Warner Bros.,Horror,Summer,USA,North America,16749142.0,119.63672857142858,100.0,0.0
National Lampoon's Animal House,1978,1h 49m,R,7.4,3000000.0,276538,141607219.0,141600000,1978-07-28,Universal Pictures,Comedy,Summer,USA,North America,138607219.0,4620.240633333334,99.99490209605769,0.005097903942312433
Every Which Way But Loose,1978,1h 54m,PG,6.3,5000000.0,10272294,85196485.0,85196485,1978-12-20,Warner Bros.,Action,Winter,USA,North America,80196485.0,1603.9297000000001,100.0,0.0
Jaws 2,1978,1h 56m,PG,5.8,20000000.0,9866023,187884007.0,81766007,1978-06-16,Universal Pictures,Adventure,Summer,USA,North America,167884007.0,839.420035,43.51940769498279,56.48059230501721
The Jerk,1979,1h 34m,R,7.1,,5935025,73691419.0,73691419,1979-12-14,Universal Pictures,Comedy,Winter,USA,North America,,,100.0,0.0
1941,1979,1h 58m,PG,5.8,35000000.0,2701898,92455742.0,31755742,1979-12-14,Universal Pictures,Action,Winter,USA,North America,57455742.0,164.15926285714286,34.346965708197985,65.65303429180202
Going in Style,1979,1h 37m,PG,7.1,5500000.0,1781164,26869286.0,26869286,1979-12-25,Warner Bros.,Comedy,Winter,USA,North America,21369286.0,388.5324727272727,100.0,0.0
The Frisco Kid,1979,1h 59m,PG,6.3,9000000.0,160292,9346177.0,9346177,1979-07-13,Warner Bros.,Adventure,Summer,USA,North America,346177.0,3.846411111111111,100.0,0.0
The Prisoner of Zenda,1979,1h 48m,PG,5.2,12500000.0,2425315,7650600.0,7650600,1979-08-17,Universal Pictures,Adventure,Summer,AUT,Europe,-4849400.0,-38.7952,100.0,0.0
Any Which Way You Can,1980,1h 56m,PG,6.1,15000000.0,8024663,70687344.0,70687344,1980-12-17,Warner Bros.,Action,Winter,USA,North America,55687344.0,371.24896,100.0,0.0
Private Benjamin,1980,1h 49m,R,6.2,9500000.0,4739769,69847348.0,69847348,1980-10-10,Warner Bros.,Comedy,Fall,USA,North America,60347348.0,635.2352421052632,100.0,0.0
Coal Miner's Daughter,1980,2h 4m,PG,7.5,,3366443,67182787.0,67182787,1980-03-07,Universal Pictures,Drama,Spring,USA,North America,,,100.0,0.0
Smokey and the Bandit II,1980,1h 40m,PG,5.3,,10883835,66132626.0,66132626,1980-08-15,Universal Pictures,Action,Summer,USA,North America,,,100.0,0.0
The Blues Brothers,1980,2h 13m,R,7.9,27500000.0,4858152,115229890.0,57229890,1980-06-20,Universal Pictures,Adventure,Summer,USA,North America,87729890.0,319.0177818181818,49.665837570442875,50.334162429557125
Popeye,1980,1h 54m,PG,5.4,20000000.0,6310520,49823329.0,49823037,1980-12-12,Walt Disney,Adventure,Winter,MLT,Europe,29823329.0,149.116645,99.9994139291656,0.0005860708344077129
The Shining,1980,2h 26m,R,8.4,19000000.0,622337,47962534.0,45634352,1980-06-13,Warner Bros.,Drama,Summer,USA,North America,28962534.0,152.4343894736842,95.14583195291559,4.854168047084418
Cheech and Chong's Next Movie,1980,1h 39m,R,6.0,,5262963,41675194.0,41675194,1980-07-18,Universal Pictures,Comedy,Summer,USA,North America,,,100.0,0.0
Bronco Billy,1980,1h 56m,PG,6.2,5500000.0,3708710,24265659.0,24265659,1980-06-11,Warner Bros.,Action,Summer,USA,North America,18765659.0,341.1938,100.0,0.0
Xanadu,1980,1h 36m,PG,5.4,20000000.0,1471595,22765400.0,22762571,1980-08-08,Universal Pictures,Musical,Summer,USA,North America,2765400.0,13.827,99.98757324712064,0.01242675287936957
Altered States,1980,1h 42m,R,6.9,,174650,19853898.0,19853892,1980-12-25,Warner Bros.,Horror,Winter,MEX,North America,,,99.99996977923429,3.0220765715629244e-05
Honeysuckle Rose,1980,1h 59m,PG,6.3,11000000.0,2189966,17815212.0,17815212,1980-07-18,Warner Bros.,Drama,Summer,USA,North America,6815212.0,61.956472727272725,100.0,0.0
The Island,1980,1h 54m,R,5.3,22000000.0,3123267,15716828.0,15716828,1980-06-13,Universal Pictures,Action,Summer,ATG,North America,-6283172.0,-28.55987272727273,100.0,0.0
First Family,1980,1h 37m,R,4.3,,3635564,15198912.0,15198912,1980-12-25,Warner Bros.,Comedy,Winter,USA,North America,,,100.0,0.0
The Nude Bomb,1980,1h 34m,PG,5.1,15000000.0,3565066,14662035.0,14662035,1980-05-09,Universal Pictures,Action,Spring,USA,North America,-337965.0,-2.2531,100.0,0.0
"Oh, God! Book II",1980,1h 34m,PG,5.3,,3439846,14504277.0,14504277,1980-10-03,Warner Bros.,Comedy,Fall,USA,North America,,,100.0,0.0
The Last Married Couple in America,1980,1h 43m,R,5.3,,2454289,12835544.0,12835544,1980-02-08,Universal Pictures,Comedy,Winter,USA,North America,,,100.0,0.0
Battle Creek Brawl,1980,1h 35m,R,5.7,,1108025,8527743.0,8527743,1980-08-29,Warner Bros.,Action,Summer,USA,North America,,,100.0,0.0
Where the Buffalo Roam,1980,1h 39m,R,6.5,,1750593,6659377.0,6659377,1980-04-25,Universal Pictures,Comedy,Spring,USA,North America,,,100.0,0.0
The Gong Show Movie,1980,1h 29m,R,4.4,,1476425,6621520.0,6621520,1980-05-23,Universal Pictures,Comedy,Spring,USA,North America,,,100.0,0.0
Little Miss Marker,1980,1h 43m,PG,6.3,,853173,6321392.0,6321392,1980-03-21,Universal Pictures,Comedy,Spring,USA,North America,,,100.0,0.0
In God We Trust (or Gimme That Prime Time Religion),1980,1h 37m,PG,5.4,,2008150,5215015.0,5215015,1980-09-26,Universal Pictures,Comedy,Fall,USA,North America,,,100.0,0.0
Resurrection,1980,1h 43m,PG,7.1,6000000.0,308068,3910019.0,3910019,1980-09-26,Universal Pictures,Drama,Fall,USA,North America,-2089981.0,-34.833016666666666,100.0,0.0
Just Tell Me What You Want,1980,1h 52m,R,5.4,,197230,2086905.0,2086905,1980-01-18,Warner Bros.,Comedy,Winter,USA,North America,,,100.0,0.0
One-Trick Pony,1980,1h 38m,R,6.0,,150809,843215.0,843215,1980-10-03,Warner Bros.,Comedy,Fall,USA,North America,,,100.0,0.0
The Fox and the Hound,1981,1h 23m,G,7.2,12000000.0,4819215,63456988.0,63456988,1981-07-10,Walt Disney,Animation,Summer,Unknown,Unknown,51456988.0,428.80823333333336,100.0,0.0
The Four Seasons,1981,1h 47m,PG,6.8,,4365643,50427646.0,50427646,1981-05-22,Universal Pictures,Comedy,Spring,USA,North America,,,100.0,0.0
Bustin' Loose,1981,1h 34m,R,6.0,11000000.0,6622753,31261269.0,31261269,1981-05-22,Universal Pictures,Comedy,Spring,USA,North America,20261269.0,184.19335454545453,100.0,0.0
Halloween II,1981,1h 32m,R,6.5,2500000.0,7446508,25533818.0,25533818,1981-10-30,Universal Pictures,Horror,Fall,USA,North America,23033818.0,921.35272,100.0,0.0
Ghost Story,1981,1h 50m,R,6.3,13500000.0,2105729,23371905.0,23371905,1981-12-18,Universal Pictures,Drama,Winter,USA,North America,9871905.0,73.12522222222222,100.0,0.0
The Incredible Shrinking Woman,1981,1h 28m,PG,5.5,10000000.0,4279264,20259961.0,20259961,1981-01-30,Universal Pictures,Comedy,Winter,USA,North America,10259961.0,102.59961,100.0,0.0
Continental Divide,1981,1h 43m,PG,6.2,9000000.0,3218347,15578237.0,15578237,1981-09-18,Universal Pictures,Comedy,Fall,USA,North America,6578237.0,73.09152222222222,100.0,0.0
Nighthawks,1981,1h 39m,R,6.3,5000000.0,2525360,19905359.0,14905359,1981-04-10,Universal Pictures,Action,Spring,GBR,Europe,14905359.0,298.10718,74.88113628093821,25.118863719061785
Dragonslayer,1981,1h 49m,PG,6.6,18000000.0,2407939,14110013.0,14110013,1981-06-26,Walt Disney,Action,Summer,GBR,Europe,-3889987.0,-21.61103888888889,100.0,0.0
The Funhouse,1981,1h 36m,R,5.9,,2765456,7886999.0,7886857,1981-03-13,Universal Pictures,Horror,Spring,USA,North America,,,99.9981995686826,0.0018004313174123643
Student Bodies,1981,1h 26m,R,5.4,,1582148,5165432.0,5165432,1981-08-07,Universal Pictures,Comedy,Summer,USA,North America,,,100.0,0.0
All Night Long,1981,1h 27m,R,5.5,14000000.0,1392852,4454295.0,4454295,1981-03-06,Universal Pictures,Comedy,Spring,USA,North America,-9545705.0,-68.18360714285714,100.0,0.0
Zoot Suit,1981,1h 43m,R,6.7,2700000.0,63356,3256082.0,3256082,1982-01-01,Universal Pictures,Drama,Winter,USA,North America,556082.0,20.59562962962963,100.0,0.0
The Hand,1981,1h 44m,R,5.5,6500000.0,566736,2447576.0,2447576,1981-04-24,Warner Bros.,Drama,Spring,USA,North America,-4052424.0,-62.34498461538461,100.0,0.0
Heartbeeps,1981,1h 18m,PG,4.3,12000000.0,407464,2154696.0,2154696,1981-12-18,Universal Pictures,Comedy,Winter,USA,North America,-9845304.0,-82.0442,100.0,0.0
Raggedy Man,1981,1h 34m,PG,6.8,9000000.0,287081,1976198.0,1976198,1981-09-18,Universal Pictures,Drama,Fall,USA,North America,-7023802.0,-78.04224444444444,100.0,0.0
E.T. the Extra-Terrestrial,1982,1h 55m,PG,7.9,10500000.0,11835389,797307407.0,439454989,1982-06-11,Universal Pictures,Adventure,Summer,USA,North America,786807407.0,7493.403876190476,55.117384479534884,44.882615520465116
The Best Little Whorehouse in Texas,1982,1h 54m,R,6.1,35000000.0,11874268,69701637.0,69701637,1982-07-23,Universal Pictures,Comedy,Summer,USA,North America,34701637.0,99.14753428571429,100.0,0.0
Best Friends,1982,1h 56m,PG,5.5,15000000.0,4022891,36821203.0,36821203,1982-12-17,Warner Bros.,Comedy,Winter,USA,North America,21821203.0,145.47468666666668,100.0,0.0
Tron,1982,1h 36m,PG,6.7,17000000.0,4761795,33002371.0,33000000,1982-07-09,Walt Disney,Action,Summer,USA,North America,16002371.0,94.13159411764705,99.99281566769854,0.007184332301457977
Blade Runner,1982,1h 57m,R,8.1,28000000.0,6150002,41759489.0,32914489,1982-06-25,Warner Bros.,Action,Summer,USA,North America,13759489.0,49.14103214285714,78.81918526349784,21.180814736502164
The World According to Garp,1982,2h 16m,R,7.1,17000000.0,2902088,29712172.0,29712172,1982-07-23,Warner Bros.,Comedy,Summer,USA,North America,12712172.0,74.77748235294118,100.0,0.0
Fast Times at Ridgemont High,1982,1h 30m,R,7.1,4500000.0,2545674,27093151.0,27092880,1982-08-13,Universal Pictures,Comedy,Summer,USA,North America,22593151.0,502.07002222222224,99.99899974720549,0.0010002527945162229
The Thing,1982,1h 49m,R,8.2,15000000.0,3107897,20836881.0,20063820,1982-06-25,Universal Pictures,Horror,Summer,CAN,North America,5836881.0,38.91254,96.28993897887116,3.710061021128834
Deathtrap,1982,1h 56m,PG,7.0,10000000.0,2238977,19282134.0,19282134,1982-03-19,Warner Bros.,Comedy,Spring,USA,North America,9282134.0,92.82133999999999,100.0,0.0
Dead Men Don't Wear Plaid,1982,1h 28m,PG,6.8,9000000.0,4289601,18196170.0,18196170,1982-05-21,Universal Pictures,Comedy,Spring,USA,North America,9196170.0,102.17966666666666,100.0,0.0
Halloween III: Season of the Witch,1982,1h 38m,R,5.2,2500000.0,6333259,14400000.0,14400000,1982-10-22,Universal Pictures,Horror,Fall,USA,North America,11900000.0,476.0,100.0,0.0
Night Crossing,1982,1h 47m,PG,6.5,10000000.0,1547912,8000000.0,8000000,1982-02-05,Walt Disney,Drama,Winter,DEU,Europe,-2000000.0,-20.0,100.0,0.0
Cat People,1982,1h 58m,R,6.2,18000000.0,1617636,7000000.0,7000000,1982-04-02,Universal Pictures,Horror,Spring,USA,North America,-11000000.0,-61.111111111111114,100.0,0.0
The Border,1982,1h 48m,R,6.4,13500000.0,516014,6118683.0,6118683,1982-02-12,Universal Pictures,Drama,Winter,USA,North America,-7381317.0,-54.67642222222222,100.0,0.0
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,1h 14m,G,7.0,,78350,78350.0,78350,1982-11-19,Warner Bros.,Animation,Fall,Unknown,Unknown,,,100.0,0.0
Sudden Impact,1983,1h 57m,R,6.6,22000000.0,9688561,67642693.0,67642693,1983-12-09,Warner Bros.,Action,Winter,USA,North America,45642693.0,207.46678636363634,100.0,0.0
National Lampoon's Vacation,1983,1h 38m,R,7.3,15000000.0,8333358,61418362.0,61418063,1983-07-29,Warner Bros.,Adventure,Summer,USA,North America,46418362.0,309.45574666666664,99.99951317490363,0.0004868250963775296
Scarface,1983,2h 50m,R,8.3,50000000.0,4597536,66443303.0,45967303,1983-12-09,Universal Pictures,Drama,Winter,USA,North America,16443303.0,32.886606,69.18274818456874,30.81725181543127
Jaws 3-D,1983,1h 39m,PG,3.7,20500000.0,13422500,87987055.0,45517055,1983-07-22,Universal Pictures,Adventure,Summer,USA,North America,67487055.0,329.20514634146343,51.731535962875455,48.26846403712455
Psycho II,1983,1h 53m,R,6.6,5000000.0,8310244,34725000.0,34725000,1983-06-03,Universal Pictures,Horror,Summer,USA,North America,29725000.0,594.5,100.0,0.0
Twilight Zone: The Movie,1983,1h 41m,PG,6.4,10000000.0,6614366,29450919.0,29450919,1983-06-24,Warner Bros.,Horror,Summer,USA,North America,19450919.0,194.50919,100.0,0.0
D.C. Cab,1983,1h 40m,R,5.5,8000000.0,1564530,16134627.0,16134627,1983-12-16,Universal Pictures,Action,Winter,USA,North America,8134627.0,101.6828375,100.0,0.0
Monty Python's the Meaning of Life,1983,1h 47m,R,7.5,9000000.0,1987853,14949697.0,14929552,1983-03-31,Universal Pictures,Comedy,Spring,GBR,Europe,5949697.0,66.10774444444445,99.86524810502848,0.1347518949715168
Private School,1983,1h 29m,R,5.3,3500000.0,4411861,14049540.0,14049540,1983-07-29,Universal Pictures,Comedy,Summer,USA,North America,10549540.0,301.41542857142855,100.0,0.0
Stroker Ace,1983,1h 36m,PG,4.9,,4668135,13000000.0,13000000,1983-07-01,Universal Pictures,Action,Summer,USA,North America,,,100.0,0.0
Doctor Detroit,1983,1h 29m,R,5.2,,3295722,10375893.0,10375893,1983-05-06,Universal Pictures,Comedy,Spring,USA,North America,,,100.0,0.0
Deal of the Century,1983,1h 39m,PG,4.7,10000000.0,3520605,10369581.0,10369581,1983-11-04,Warner Bros.,Comedy,Fall,USA,North America,369581.0,3.6958100000000003,100.0,0.0
The Man with Two Brains,1983,1h 33m,R,6.4,,3498931,10353438.0,10353438,1983-06-03,Warner Bros.,Comedy,Summer,USA,North America,,,100.0,0.0
Something Wicked This Way Comes,1983,1h 35m,PG,6.7,19000000.0,2423555,8400000.0,8400000,1983-04-29,Walt Disney,Unknown,Spring,USA,North America,-10600000.0,-55.78947368421052,100.0,0.0
The Sting II,1983,1h 41m,PG,4.9,,3106108,6347072.0,6347072,1983-02-18,Universal Pictures,Comedy,Winter,USA,North America,,,100.0,0.0
Smokey and the Bandit Part 3,1983,1h 25m,PG,3.5,9000000.0,1728060,5678950.0,5678950,1983-08-12,Universal Pictures,Action,Summer,USA,North America,-3321050.0,-36.900555555555556,100.0,0.0
Trenchcoat,1983,1h 31m,PG,5.2,5000000.0,2192621,4304286.0,4304286,1983-03-11,Walt Disney,Comedy,Spring,MLT,Europe,-695714.0,-13.914280000000002,100.0,0.0
The Lonely Lady,1983,1h 32m,R,3.1,5000000.0,1223220,1223200.0,1223200,1983-09-30,Universal Pictures,Drama,Fall,ITA,Europe,-3776800.0,-75.536,100.0,0.0
The Pirates of Penzance,1983,1h 52m,G,7.1,,255496,694497.0,694497,1983-02-18,Universal Pictures,Comedy,Winter,GBR,Europe,,,100.0,0.0
Independence Day,1983,1h 50m,R,6.5,,40685,,151462,1983-09-09,Warner Bros.,Drama,Fall,USA,North America,,,,
Going Berserk,1983,1h 25m,R,5.1,,234950,,234950,1983-09-30,Universal Pictures,Comedy,Fall,USA,North America,,,,
Gremlins,1984,1h 46m,PG,7.3,11000000.0,12511634,165434642.0,153642180,1984-06-08,Warner Bros.,Comedy,Summer,USA,North America,154434642.0,1403.9512909090909,92.87183031471727,7.128169685282723
Police Academy,1984,1h 36m,R,6.7,4800000.0,8570007,81198894.0,81198894,1984-03-23,Warner Bros.,Comedy,Spring,CAN,North America,76398894.0,1591.643625,100.0,0.0
Purple Rain,1984,1h 51m,R,6.5,7000000.0,7766201,70273498.0,70261052,1984-07-27,Warner Bros.,Drama,Summer,USA,North America,63273498.0,903.9071142857143,99.982289198127,0.01771080187299058
Tightrope,1984,1h 54m,R,6.3,,9156545,48143579.0,48143579,1984-08-17,Warner Bros.,Unknown,Summer,USA,North America,,,100.0,0.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,2h 23m,PG,6.4,30000000.0,6517732,45858563.0,45858563,1984-03-30,Warner Bros.,Adventure,Spring,GBR,Europe,15858563.0,52.86187666666666,100.0,0.0
City Heat,1984,1h 37m,PG,5.5,25000000.0,6301694,38348988.0,38348988,1984-12-07,Warner Bros.,Action,Winter,USA,North America,13348988.0,53.395952,100.0,0.0
The Last Starfighter,1984,1h 40m,PG,6.7,15000000.0,6011695,28736154.0,28733290,1984-07-13,Universal Pictures,Action,Summer,USA,North America,13736154.0,91.57436,99.99003346098438,0.009966539015624708
Cannonball Run II,1984,1h 48m,PG,5.1,20000000.0,8323948,28078073.0,28078073,1984-06-29,Warner Bros.,Action,Summer,USA,North America,8078073.0,40.390365,100.0,0.0
Protocol,1984,1h 36m,PG,5.5,12000000.0,3427840,26186631.0,26186631,1984-12-21,Warner Bros.,Comedy,Winter,TUN,Africa,14186631.0,118.221925,100.0,0.0
Sixteen Candles,1984,1h 33m,PG,7.0,6500000.0,4461520,23686027.0,23686027,1984-05-04,Universal Pictures,Comedy,Spring,USA,North America,17186027.0,264.40041538461537,100.0,0.0
"Oh, God! You Devil",1984,1h 37m,PG,5.4,,5560001,21538850.0,21538850,1984-11-09,Warner Bros.,Comedy,Fall,USA,North America,,,100.0,0.0
Firestarter,1984,1h 54m,R,6.1,12000000.0,4726660,17080167.0,17080167,1984-05-11,Universal Pictures,Action,Spring,USA,North America,5080167.0,42.334725,100.0,0.0
Irreconcilable Differences,1984,1h 53m,PG,5.8,6000000.0,3076894,12414210.0,12414210,1984-09-28,Warner Bros.,Comedy,Fall,USA,North America,6414210.0,106.9035,100.0,0.0
The River,1984,2h 4m,PG-13,6.3,18000000.0,30027,11489982.0,11489982,1985-01-11,Universal Pictures,Drama,Winter,USA,North America,-6510018.0,-36.16676666666667,100.0,0.0
Tank,1984,1h 53m,PG,5.8,,4035960,11302884.0,11302884,1984-03-16,Universal Pictures,Action,Spring,USA,North America,,,100.0,0.0
Hard to Hold,1984,1h 33m,PG,4.8,8000000.0,3410001,11113806.0,11113806,1984-04-06,Universal Pictures,Comedy,Spring,USA,North America,3113806.0,38.922574999999995,100.0,0.0
The Wild Life,1984,1h 36m,R,6.0,,4001400,11020375.0,11020375,1984-09-28,Universal Pictures,Comedy,Fall,USA,North America,,,100.0,0.0
Streets of Fire,1984,1h 33m,PG,6.7,14500000.0,2426500,8090536.0,8089290,1984-06-01,Universal Pictures,Action,Summer,USA,North America,-6409464.0,-44.203199999999995,99.98459928983692,0.015400710163084374
The Little Drummer Girl,1984,2h 10m,R,6.1,15000000.0,2632719,7828841.0,7828841,1984-10-19,Warner Bros.,Drama,Fall,DEU,Europe,-7171159.0,-47.80772666666667,100.0,0.0
Iceman,1984,1h 40m,PG,6.1,10000000.0,1836120,7343032.0,7343032,1984-04-13,Universal Pictures,Drama,Spring,CAN,North America,-2656968.0,-26.56968,100.0,0.0
Swing Shift,1984,1h 40m,PG,5.9,15000000.0,2270136,6650206.0,6650206,1984-04-13,Warner Bros.,Drama,Spring,USA,North America,-8349794.0,-55.66529333333333,100.0,0.0
The Lonely Guy,1984,1h 30m,R,6.2,,2072130,5718573.0,5718573,1984-01-27,Universal Pictures,Comedy,Winter,USA,North America,,,100.0,0.0
Once Upon a Time in America,1984,3h 49m,R,8.3,30000000.0,2412014,5476126.0,5321508,1984-06-01,Warner Bros.,Drama,Summer,ITA,Europe,-24523874.0,-81.74624666666666,97.17650762601153,2.823492373988473
Crackers,1984,1h 31m,PG,5.2,12000000.0,58689,129268.0,129268,1984-02-17,Universal Pictures,Adventure,Winter,USA,North America,-11870732.0,-98.92276666666666,100.0,0.0
Cloak & Dagger,1984,1h 41m,PG,6.6,,2862025,,9719000,1984-08-10,Universal Pictures,Action,Summer,USA,North America,,,,
Back to the Future,1985,1h 56m,PG,8.5,19000000.0,11152500,385053307.0,214553307,1985-07-03,Universal Pictures,Adventure,Summer,USA,North America,366053307.0,1926.596352631579,55.720416653894624,44.27958334610537
The Color Purple,1985,2h 34m,PG-13,7.7,15000000.0,1710333,98468102.0,98467863,1986-02-07,Warner Bros.,Drama,Winter,USA,North America,83468102.0,556.4540133333334,99.99975728180482,0.00024271819517756115
The Goonies,1985,1h 54m,PG,7.7,19000000.0,9105913,64535652.0,63711145,1985-06-07,Warner Bros.,Adventure,Summer,USA,North America,45535652.0,239.6613263157895,98.72240075919586,1.2775992408041372
Spies Like Us,1985,1h 42m,PG,6.4,22000000.0,8614039,60106536.0,60106536,1985-12-06,Warner Bros.,Adventure,Winter,NOR,Europe,38106536.0,173.2115272727273,100.0,0.0
Police Academy 2: Their First Assignment,1985,1h 27m,PG-13,5.8,7600000.0,10675896,55600000.0,55600000,1985-03-29,Warner Bros.,Comedy,Spring,USA,North America,48000000.0,631.578947368421,100.0,0.0
Fletch,1985,1h 38m,PG,6.9,8000000.0,7022970,59612888.0,50612888,1985-05-31,Universal Pictures,Comedy,Spring,USA,North America,51612888.0,645.1611,84.90259354654987,15.097406453450132
National Lampoon's European Vacation,1985,1h 35m,PG-13,6.2,17000000.0,12329627,49364621.0,49364621,1985-07-26,Warner Bros.,Adventure,Summer,ITA,Europe,32364621.0,190.38012352941175,100.0,0.0
Mask,1985,2h,PG-13,7.2,8000000.0,135499,48230162.0,48230162,1985-03-22,Universal Pictures,Drama,Spring,USA,North America,40230162.0,502.877025,100.0,0.0
The Breakfast Club,1985,1h 37m,R,7.8,1000000.0,5107599,51525171.0,45875171,1985-02-15,Universal Pictures,Comedy,Winter,USA,North America,50525171.0,5052.5171,89.03448568855794,10.965514311442073
Pee-wee's Big Adventure,1985,1h 31m,PG,7.0,6000000.0,4545847,41048630.0,41047344,1985-08-09,Warner Bros.,Adventure,Summer,USA,North America,35048630.0,584.1438333333333,99.99686713052299,0.0031328694770081243
Brewster's Millions,1985,1h 42m,PG,6.5,15000000.0,9858905,45833132.0,40833132,1985-05-22,Universal Pictures,Comedy,Spring,USA,North America,30833132.0,205.55421333333334,89.09086117003743,10.90913882996257
Weird Science,1985,1h 34m,PG-13,6.6,7500000.0,4895421,38934048.0,23834048,1985-08-02,Universal Pictures,Comedy,Summer,USA,North America,31434048.0,419.12064000000004,61.2164653415951,38.7835346584049
