Title,Year,Duration,MPA,Rating,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,seasons,release_month,filming_country,continents,profit,roi,domestic_share,intl_gross_share
Aliens vs. Predator: Requiem,2007,1h 34m,R,4.6,40000000.0,10059425,130290885.0,41797066,2007-12-25,Winter,12,CAN,North America,90290885.0,225.7272125,32.079808192261495,67.9201918077385
30 Days of Night,2007,1h 53m,R,6.6,30000000.0,15951902,75513170.0,39569000,2007-10-19,Fall,10,NZL,Oceania,45513170.0,151.71056666666667,52.40013099701682,47.59986900298318
The Messengers,2007,1h 30m,PG-13,5.3,16000000.0,14713321,55060212.0,35374833,2007-02-02,Winter,2,CAN,North America,39060212.0,244.126325,64.2475423087728,35.7524576912272
28 Weeks Later,2007,1h 40m,R,6.9,15000000.0,9807292,65048725.0,28638916,2007-05-11,Spring,5,GBR,Europe,50048725.0,333.65816666666666,44.02686755197738,55.973132448022625
The Mist,2007,2h 6m,R,7.1,18000000.0,8931973,57470220.0,25594957,2007-11-21,Fall,11,USA,North America,39470220.0,219.279,44.53603448881873,55.46396551118127
The Reaping,2007,1h 39m,R,5.6,40000000.0,10025203,62771059.0,25126214,2007-04-05,Spring,4,USA,North America,22771059.0,56.9276475,40.02834172353218,59.97165827646782
Grindhouse,2007,3h 11m,R,7.5,67000000.0,11596613,25422088.0,25037897,2007-04-06,Spring,4,USA,North America,-41577912.0,-62.05658507462687,98.48875119935073,1.5112488006492621
The Hills Have Eyes 2,2007,1h 29m,R,5.1,15000000.0,9686362,37697773.0,20804166,2007-03-23,Spring,3,MAR,Africa,22697773.0,151.31848666666667,55.18672416007173,44.81327583992826
Vacancy,2007,1h 25m,R,6.2,19000000.0,7603376,35442935.0,19363565,2007-04-20,Spring,4,USA,North America,16442935.0,86.54176315789474,54.633074264306835,45.366925735693165
Hostel: Part II,2007,1h 34m,R,5.5,10200000.0,8203391,35728183.0,17609452,2007-06-08,Summer,6,ISL,Europe,25528183.0,250.2763039215686,49.287286733836986,50.71271326616302
Dead Silence,2007,1h 29m,R,6.1,20000000.0,7842725,22382047.0,16809076,2007-03-16,Spring,3,CAN,North America,2382047.0,11.910235,75.10070906383139,24.899290936168615
Primeval,2007,1h 33m,R,4.8,,6048315,15291277.0,10597734,2007-01-12,Winter,1,ZAF,Africa,,,69.30574863041197,30.69425136958803
I Know Who Killed Me,2007,1h 45m,R,3.6,12000000.0,3506291,9669758.0,7498716,2007-07-27,Summer,7,USA,North America,-2330242.0,-19.418683333333334,77.54812478244027,22.451875217559735
P2,2007,1h 38m,R,5.9,8000000.0,2083398,7766240.0,3995018,2007-11-09,Fall,11,CAN,North America,-233760.0,-2.922,51.440825933785206,48.559174066214794
Blood and Chocolate,2007,1h 38m,PG-13,5.3,15000000.0,2074300,6340723.0,3526847,2007-01-26,Winter,1,ROU,Europe,-8659277.0,-57.72851333333333,55.6221585456422,44.37784145435781
Captivity,2007,1h 36m,R,4.6,17000000.0,1550000,10921200.0,2626800,2007-07-13,Summer,7,RUS,Europe,-6078800.0,-35.75764705882353,24.052301944841226,75.94769805515878
Diary of the Dead,2007,1h 35m,R,5.5,2000000.0,232576,5540941.0,958961,2008-02-22,Winter,2,CAN,North America,3540941.0,177.04705,17.30682568177499,82.693174318225
Sarah Landon and the Paranormal Hour,2007,1h 21m,PG,3.8,,250000,858415.0,858415,2007-10-19,Fall,10,USA,North America,,,100.0,0.0
Joshua,2007,1h 46m,R,5.8,,51233,719968.0,482355,2007-07-13,Summer,7,USA,North America,,,66.99672763233922,33.003272367660784
Teeth,2007,1h 34m,R,5.4,,29521,2340110.0,347578,2008-04-03,Spring,4,USA,North America,,,14.853062462875677,85.14693753712433
The Signal,2007,1h 43m,R,6.0,50000.0,144836,1040386.0,251150,2008-07-04,Summer,7,USA,North America,990386.0,1980.772,24.14007877845338,75.85992122154663
My Name Is Bruce,2007,1h 24m,R,6.1,1500000.0,16432,173066.0,173066,2007-04-13,Spring,4,USA,North America,-1326934.0,-88.46226666666666,100.0,0.0
Rise: Blood Hunter,2007,1h 37m,R,4.9,,59371,2850927.0,114306,2007-07-06,Summer,7,USA,North America,,,4.009432721356948,95.99056727864304
Borderland,2007,1h 45m,R,5.6,,512000,703399.0,97182,2009-04-09,Spring,4,MEX,North America,,,13.81605603647432,86.18394396352568
Crazy Eights,2007,1h 20m,R,3.8,,512000,97182.0,97182,2009-04-24,Spring,4,USA,North America,,,100.0,0.0
Lake Dead,2007,1h 30m,R,4.1,2500000.0,512000,97182.0,97182,2008-07-11,Summer,7,USA,North America,-2402818.0,-96.11272,100.0,0.0
The Deaths of Ian Stone,2007,1h 27m,R,5.5,,512000,1506562.0,97182,2007-07-18,Summer,7,IMN,Europe,,,6.450580858935775,93.54941914106422
High Stitches,2007,1h 33m,R,4.0,,512000,97182.0,97182,2007-04-27,Spring,4,USA,North America,,,100.0,0.0
Tooth and Nail,2007,1h 34m,R,4.7,250000.0,512000,97182.0,97182,2007-10-16,Fall,10,USA,North America,-152818.0,-61.1272,100.0,0.0
Wind Chill,2007,1h 31m,R,5.8,6000000.0,20146,285060.0,36804,2007-08-03,Summer,8,CAN,North America,-5714940.0,-95.249,12.91096611239739,87.08903388760261
The Cry,2007,1h 23m,R,2.7,,6968,21427.0,21427,,Unknown,0,USA,North America,,,100.0,0.0
Cthulhu,2007,1h 40m,R,4.6,750000.0,1438,15213.0,15213,2019-12-11,Winter,12,USA,North America,-734787.0,-97.97160000000001,100.0,0.0
Rogue,2007,1h 39m,R,6.2,26900000.0,7711,4631926.0,10452,2007-11-08,Fall,11,AUS,Oceania,-22268074.0,-82.78094423791822,0.22565127335799406,99.774348726642
Anamorph,2007,1h 43m,R,5.5,,3120,674839.0,6950,2008-08-05,Summer,8,USA,North America,,,1.029875273954232,98.97012472604577
Death of a Ghost Hunter,2007,1h 47m,Not Rated,4.3,,3648,3490.0,3490,2007-10-28,Fall,10,USA,North America,,,100.0,0.0
American Zombie,2007,1h 36m,Not Rated,5.0,1000000.0,3126,3126.0,3126,2008-03-28,Spring,3,USA,North America,-996874.0,-99.6874,100.0,0.0
Badland,2007,2h 45m,R,6.2,10000000.0,1924,25309.0,1924,2023-04-07,Spring,4,CAN,North America,-9974691.0,-99.74691,7.602038800426726,92.39796119957327
The Mummy: Tomb of the Dragon Emperor,2008,1h 52m,PG-13,5.2,145000000.0,40457770,403449830.0,102491776,2008-08-01,Summer,8,GBR,Europe,258449830.0,178.2412620689655,25.40384661954127,74.59615338045873
Cloverfield,2008,1h 25m,PG-13,7.0,25000000.0,40058229,172394180.0,80048433,2008-01-18,Winter,1,USA,North America,147394180.0,589.57672,46.433373214803424,53.56662678519658
Hellboy II: The Golden Army,2008,2h,PG-13,7.0,85000000.0,34539115,168319243.0,75986503,2008-07-11,Summer,7,HUN,Europe,83319243.0,98.0226388235294,45.144275631039996,54.855724368960004
Saw V,2008,1h 32m,R,5.8,10800000.0,30053954,113864059.0,56746769,2008-10-24,Fall,10,CAN,North America,103064059.0,954.2968425925926,49.837296771582686,50.162703228417314
The Strangers,2008,1h 26m,R,6.1,9000000.0,20997985,82410456.0,52597610,2008-05-30,Spring,5,USA,North America,73410456.0,815.6717333333333,63.82395214510159,36.176047854898414
Prom Night,2008,1h 28m,PG-13,4.0,20000000.0,20804941,57197876.0,43869350,2008-04-11,Spring,4,USA,North America,37197876.0,185.98938,76.6975158308326,23.3024841691674
Quarantine,2008,1h 29m,R,6.0,12000000.0,14211321,41319906.0,31691811,2008-10-10,Fall,10,USA,North America,29319906.0,244.33254999999997,76.6986522186183,23.30134778138169
The Eye,2008,1h 38m,PG-13,5.4,12000000.0,12425776,58010320.0,31418697,2008-02-01,Winter,2,USA,North America,46010320.0,383.4193333333333,54.16053040217672,45.83946959782328
Mirrors,2008,1h 50m,R,6.1,35000000.0,11161074,78094714.0,30691439,2008-08-15,Summer,8,ROU,Europe,43094714.0,123.12775428571427,39.300277096859595,60.699722903140405
One Missed Call,2008,1h 27m,PG-13,4.0,20000000.0,12511473,45847751.0,26890041,2008-01-04,Winter,1,USA,North America,25847751.0,129.238755,58.65073076321672,41.34926923678328
Shutter,2008,1h 25m,PG-13,5.2,8000000.0,10447559,48555306.0,25928550,2008-03-21,Spring,3,JPN,Asia,40555306.0,506.941325,53.4000341795807,46.5999658204193
The X Files: I Want to Believe,2008,1h 44m,PG-13,5.9,30000000.0,10021753,69363381.0,20982478,2008-07-25,Summer,7,CAN,North America,39363381.0,131.21126999999998,30.2500796493758,69.7499203506242
Igor,2008,1h 27m,PG,5.9,25000000.0,7803347,30893885.0,19528602,2008-09-19,Fall,9,UNK,Unknown,5893885.0,23.57554,63.21186862707619,36.7881313729238
The Ruins,2008,1h 30m,R,5.9,8000000.0,8003421,22818256.0,17432844,2008-04-04,Spring,4,AUS,Oceania,14818256.0,185.2282,76.3986695565165,23.601330443483498
The Haunting of Molly Hartley,2008,1h 25m,PG-13,3.9,5000000.0,5423315,15418749.0,13559812,2008-10-31,Fall,10,USA,North America,10418749.0,208.37498000000002,87.94365872354494,12.056341276455049
House,2008,1h 28m,R,4.5,2500000.0,327445,1141018.0,575048,2008-11-07,Fall,11,POL,Europe,-1358982.0,-54.35928,50.39780266393694,49.60219733606306
The 13th Alley,2008,1h 21m,R,6.0,150000.0,112946,250992.0,250992,2008-06-13,Summer,6,USA,North America,100992.0,67.328,100.0,0.0
Repo! The Genetic Opera,2008,1h 38m,R,6.4,8500000.0,53684,188126.0,146750,2008-11-20,Fall,11,CAN,North America,-8311874.0,-97.78675294117647,78.00622986721665,21.993770132783347
Baghead,2008,1h 24m,R,6.0,,8640,140106.0,140106,2008-01-22,Winter,1,UNK,Unknown,,,100.0,0.0
Pathology,2008,1h 35m,R,5.9,5000000.0,54244,3234706.0,109846,2008-04-11,Spring,4,USA,North America,-1765294.0,-35.30588,3.3958573051152094,96.60414269488479
The Midnight Meat Train,2008,1h 40m,R,6.0,15000000.0,34394,3534313.0,83361,2008-10-31,Fall,10,USA,North America,-11465687.0,-76.43791333333333,2.3586196242381474,97.64138037576186
Bonnie & Clyde vs. Dracula,2008,1h 31m,Not Rated,4.4,,5688,25027.0,25027,2011-03-13,Spring,3,USA,North America,,,100.0,0.0
Splinter,2008,1h 22m,R,6.1,,9517,522497.0,14154,2009-04-03,Spring,4,USA,North America,,,2.7089150751104794,97.29108492488953
I Sell the Dead,2008,1h 25m,Not Rated,6.0,750000.0,3529,8050.0,8050,2009-01-16,Winter,1,USA,North America,-741950.0,-98.92666666666666,100.0,0.0
The Skeptic,2008,1h 29m,Not Rated,5.6,,1553,205585.0,6671,2010-06-24,Summer,6,USA,North America,,,3.244886543278936,96.75511345672106
House of Usher,2008,1h 24m,R,3.1,1000000.0,891,1677.0,1677,2008-05-09,Spring,5,USA,North America,-998323.0,-99.83229999999999,100.0,0.0
How to Be a Serial Killer,2008,1h 31m,R,5.4,2000000.0,899,899.0,899,2008-11-15,Fall,11,USA,North America,-1999101.0,-99.95505,100.0,0.0
The Objective,2008,1h 30m,Not Rated,5.4,4000000.0,95,95.0,95,2008-04-24,Spring,4,MAR,Africa,-3999905.0,-99.997625,100.0,0.0
Zombieland,2009,1h 28m,R,7.5,23600000.0,24733155,102392080.0,75590286,2009-10-02,Fall,10,USA,North America,78792080.0,333.8647457627119,73.82434852383113,26.17565147616886
The Final Destination,2009,1h 22m,R,5.1,40000000.0,27408309,186167139.0,66477700,2009-08-28,Summer,8,USA,North America,146167139.0,365.4178475,35.70861128182241,64.29138871817759
Friday the 13th,2009,1h 37m,R,5.5,19000000.0,40570365,91509154.0,65002019,2009-02-13,Winter,2,USA,North America,72509154.0,381.62712631578944,71.03335148306583,28.966648516934164
The Haunting in Connecticut,2009,1h 32m,PG-13,5.8,10000000.0,23004765,77578320.0,55389516,2009-03-27,Spring,3,CAN,North America,67578320.0,675.7832,71.39818959729986,28.601810402700135
My Bloody Valentine,2009,1h 41m,R,5.4,15000000.0,21241456,100734718.0,51545952,2009-01-16,Winter,1,USA,North America,85734718.0,571.5647866666667,51.16999682274387,48.830003177256124
The Unborn,2009,1h 28m,PG-13,4.7,16000000.0,19810585,76514050.0,42670410,2009-01-09,Winter,1,USA,North America,60514050.0,378.2128125,55.76807135421533,44.23192864578466
Drag Me to Hell,2009,1h 39m,PG-13,6.6,30000000.0,15825480,90843550.0,42100625,2009-05-29,Spring,5,USA,North America,60843550.0,202.81183333333334,46.34409927837474,53.65590072162526
Orphan,2009,2h 3m,R,7.0,20000000.0,12871483,77912251.0,41596251,2009-07-24,Summer,7,CAN,North America,57912251.0,289.561255,53.38858840055847,46.61141159944153
Halloween II,2009,1h 45m,R,4.8,15000000.0,16349565,39421467.0,33392973,2009-08-28,Summer,8,USA,North America,24421467.0,162.80978,84.70758584402756,15.29241415597243
The Last House on the Left,2009,1h 53m,R,6.5,15000000.0,14118685,45995223.0,32752215,2009-03-13,Spring,3,ZAF,Africa,30995223.0,206.63482000000002,71.20786217299131,28.792137827008684
Daybreakers,2009,1h 38m,R,6.4,20000000.0,15146692,51417188.0,30101577,2010-01-08,Winter,1,AUS,Oceania,31417188.0,157.08594,58.54380251210938,41.45619748789062
The Uninvited,2009,1h 27m,PG-13,6.3,,10325824,41633384.0,28596818,2009-01-30,Winter,1,CAN,North America,,,68.6872294598969,31.31277054010311
Saw VI,2009,1h 30m,R,6.0,11000000.0,14118444,68234154.0,27693292,2009-10-23,Fall,10,CAN,North America,57234154.0,520.3104909090908,40.585675027201184,59.414324972798816
The Fourth Kind,2009,1h 38m,PG-13,5.9,10000000.0,12231160,47719794.0,25486040,2009-11-06,Fall,11,BGR,Europe,37719794.0,377.19794,53.407690737307036,46.59230926269296
Splice,2009,1h 44m,R,5.8,30000000.0,7385277,27127620.0,17010170,2010-06-04,Summer,6,CAN,North America,-2872380.0,-9.5746,62.7042475528631,37.295752447136906
Jennifer's Body,2009,1h 42m,R,5.5,16000000.0,6868397,31558416.0,16204793,2009-09-18,Fall,9,USA,North America,15558416.0,97.2401,51.34856261480297,48.65143738519703
Case 39,2009,1h 49m,R,6.2,26000000.0,5350570,28190603.0,13261851,2010-10-01,Fall,10,USA,North America,2190603.0,8.425396153846155,47.043516593100186,52.956483406899814
Sorority Row,2009,1h 41m,R,5.2,12500000.0,5059802,27206120.0,11965282,2009-09-11,Fall,9,USA,North America,14706120.0,117.64896,43.98011182777993,56.01988817222008
The Collector,2009,1h 30m,R,6.3,6000000.0,3576296,10234475.0,7712114,2009-07-31,Summer,7,USA,North America,4234475.0,70.57458333333332,75.35427073689661,24.645729263103384
Transylmania,2009,1h 32m,R,3.8,,263941,408229.0,397641,2009-12-04,Winter,12,ROU,Europe,,,97.40635770609143,2.593642293908566
Thirst,2009,2h 14m,R,7.1,5000000.0,55889,13085023.0,318574,2009-04-30,Spring,4,KOR,Asia,8085023.0,161.70046,2.4346460835414656,97.56535391645853
The Black Waters of Echo's Pond,2009,1h 29m,R,4.4,5000000.0,224409,224409.0,224409,2010-04-09,Spring,4,USA,North America,-4775591.0,-95.51182,100.0,0.0
Alien Trespass,2009,1h 30m,PG,5.8,,43437,104526.0,104526,,Unknown,0,CAN,North America,,,100.0,0.0
Carriers,2009,1h 24m,PG-13,6.0,,76857,5805279.0,104352,2009-09-02,Fall,9,USA,North America,,,1.7975363457983673,98.20246365420164
Survival of the Dead,2009,1h 30m,R,4.8,4000000.0,43757,386078.0,101740,2010-05-06,Spring,5,CAN,North America,-3613922.0,-90.34805,26.352187899854435,73.64781210014557
The House of the Devil,2009,1h 35m,R,6.3,900000.0,25195,101215.0,101215,2009-04-25,Spring,4,USA,North America,-798785.0,-88.7538888888889,100.0,0.0
Not Forgotten,2009,1h 36m,R,4.7,,10930,230366.0,53744,2009-09-11,Fall,9,USA,North America,,,23.329831659185817,76.67016834081419
Cropsey,2009,1h 24m,Not Rated,6.3,,6306,52476.0,52476,2009-04-25,Spring,4,USA,North America,,,100.0,0.0
Caesar and Otto's Summer Camp Massacre,2009,1h 16m,Not Rated,3.5,,11375,25844.0,25844,2009-08-15,Summer,8,USA,North America,,,100.0,0.0
Grace,2009,1h 25m,R,5.2,5000000.0,6174,8297.0,8297,2009-09-15,Fall,9,CAN,North America,-4991703.0,-99.83406000000001,100.0,0.0
Paranormal Activity 2,2010,1h 31m,R,5.7,3000000.0,40678424,177512032.0,84752907,2010-10-22,Fall,10,USA,North America,174512032.0,5817.067733333333,47.74488018930458,52.255119810695426
A Nightmare on Elm Street,2010,1h 35m,R,5.2,35000000.0,32902299,115695418.0,63075011,2010-04-30,Spring,4,USA,North America,80695418.0,230.55833714285714,54.51815818669673,45.48184181330327
The Wolfman,2010,1h 43m,R,5.8,150000000.0,31479235,139789765.0,61979680,2010-02-12,Winter,2,GBR,Europe,-10210235.0,-6.806823333333334,44.33778109577622,55.66221890422378
Resident Evil: Afterlife,2010,1h 36m,R,5.8,60000000.0,26650264,300228084.0,60128566,2010-09-10,Fall,9,CAN,North America,240228084.0,400.38014000000004,20.02762872776419,79.9723712722358
Insidious,2010,1h 43m,PG-13,6.8,1500000.0,13271464,100106454.0,54009150,2011-04-01,Spring,4,USA,North America,98606454.0,6573.763599999999,53.95171623999387,46.04828376000613
Saw 3D,2010,1h 30m,R,5.5,20000000.0,22530123,136151680.0,45710178,2010-10-29,Fall,10,CAN,North America,116151680.0,580.7584,33.57298125149833,66.42701874850168
The Last Exorcism,2010,1h 27m,PG-13,5.7,1800000.0,20366613,69432527.0,41034350,2010-08-27,Summer,8,USA,North America,67632527.0,3757.362611111111,59.099606154331674,40.900393845668326
Legion,2010,1h 40m,R,5.3,26000000.0,17501625,67918658.0,40168080,2010-01-22,Winter,1,USA,North America,41918658.0,161.2256076923077,59.141451234210194,40.85854876578981
The Crazies,2010,1h 41m,R,6.5,20000000.0,16067552,54806823.0,39123589,2010-02-26,Winter,2,USA,North America,34806823.0,174.03411499999999,71.38452268981182,28.615477310188187
Vampires Suck,2010,1h 22m,PG-13,3.4,20000000.0,12202831,80547866.0,36661504,2010-08-18,Summer,8,USA,North America,60547866.0,302.73933,45.51517727359779,54.484822726402214
Devil,2010,1h 20m,PG-13,6.3,10000000.0,12289375,62695489.0,33601190,2010-09-17,Fall,9,USA,North America,52695489.0,526.95489,53.59427055429777,46.40572944570223
Piranha 3D,2010,1h 28m,R,5.5,24000000.0,10106872,83188165.0,25003155,2010-08-20,Summer,8,USA,North America,59188165.0,246.61735416666664,30.056144404675834,69.94385559532417
Don't Be Afraid of the Dark,2010,1h 39m,R,5.5,25000000.0,8525728,38269529.0,24046682,2011-08-26,Summer,8,AUS,Oceania,13269529.0,53.078115999999994,62.835061283351564,37.164938716648436
My Soul to Take,2010,1h 47m,R,4.8,25000000.0,6842220,21500813.0,14744435,2010-10-08,Fall,10,USA,North America,-3499187.0,-13.996748,68.57617430559486,31.42382569440514
Let Me In,2010,1h 56m,R,7.1,20000000.0,5147479,27093592.0,12134935,2010-10-01,Fall,10,USA,North America,7093592.0,35.46796,44.78894861928976,55.21105138071024
Dylan Dog: Dead of Night,2010,1h 47m,PG-13,5.1,20000000.0,754779,5782515.0,1186538,2011-04-29,Spring,4,USA,North America,-14217485.0,-71.08742500000001,20.519410671654114,79.48058932834589
Tucker and Dale vs Evil,2010,1h 29m,R,7.5,,52843,5241377.0,223838,2010-12-09,Winter,12,CAN,North America,,,4.270595303486088,95.72940469651391
Deadly Renovations,2010,1h 25m,Not Rated,2.8,,42588,146146.0,146146,2012-09-01,Fall,9,USA,North America,,,100.0,0.0
Chain Letter,2010,1h 36m,R,4.1,3000000.0,138788,855185.0,138788,2010-11-11,Fall,11,USA,North America,-2144815.0,-71.49383333333333,16.229003081204652,83.77099691879535
I Spit on Your Grave,2010,1h 48m,R,6.2,2000000.0,32440,1278650.0,93051,2010-06-17,Summer,6,USA,North America,-721350.0,-36.0675,7.277284636139679,92.72271536386032
God of Vampires,2010,2h 24m,Not Rated,3.9,,10395,53345.0,53345,2010-05-04,Spring,5,UNK,Unknown,,,100.0,0.0
Hatchet II,2010,1h 25m,R,5.5,800000.0,52604,156190.0,52604,,Unknown,0,USA,North America,-643810.0,-80.47625000000001,33.67949292528331,66.3205070747167
Bereavement,2010,1h 43m,R,5.0,3600000.0,20744,43712.0,43712,2010-07-16,Summer,7,USA,North America,-3556288.0,-98.78577777777777,100.0,0.0
Stake Land,2010,1h 38m,R,6.4,650000.0,7258,405380.0,33245,2011-06-17,Summer,6,USA,North America,-244620.0,-37.63384615384616,8.200947259361586,91.79905274063842
Evidence of a Haunting,2010,1h 20m,Not Rated,2.4,25000.0,16800,29904.0,29904,2010-09-05,Fall,9,USA,North America,4904.0,19.616,100.0,0.0
Vanishing on 7th Street,2010,1h 32m,R,4.9,10000000.0,2898,1671196.0,22729,2011-02-05,Winter,2,USA,North America,-8328804.0,-83.28804,1.3600439445762196,98.63995605542378
The Tenant,2010,1h 36m,Not Rated,3.1,,750,15003.0,15003,,Unknown,0,USA,North America,,,100.0,0.0
Circle,2010,1h 27m,Not Rated,3.3,2000000.0,3926,10024.0,10024,2010-09-11,Fall,9,USA,North America,-1989976.0,-99.4988,100.0,0.0
All About Evil,2010,1h 38m,Unrated,6.1,,5070,7995.0,7995,2014-06-25,Summer,6,USA,North America,,,100.0,0.0
Daylight,2010,1h 15m,TV-MA,5.1,,959,4171.0,4171,2011-07-15,Summer,7,UNK,Unknown,,,100.0,0.0
Passion Play,2010,1h 34m,R,4.5,8000000.0,2100,25603.0,3669,2011-07-02,Summer,7,USA,North America,-7974397.0,-99.6799625,14.330351911885325,85.66964808811467
Paranormal Activity 3,2011,1h 23m,R,5.8,5000000.0,52568183,207039844.0,104028807,2011-10-21,Fall,10,USA,North America,202039844.0,4040.79688,50.245790853667756,49.754209146332244
Final Destination 5,2011,1h 32m,R,5.9,40000000.0,18031396,157887643.0,42587643,2011-08-12,Summer,8,CAN,North America,117887643.0,294.7191075,26.973385751283907,73.02661424871609
The Cabin in the Woods,2011,1h 35m,R,7.0,30000000.0,14743614,70038838.0,42073277,2012-04-13,Spring,4,CAN,North America,40038838.0,133.46279333333334,60.07135212608753,39.92864787391247
Scream 4,2011,1h 51m,R,6.2,40000000.0,18692090,97231420.0,38180928,2011-04-15,Spring,4,USA,North America,57231420.0,143.07855,39.268096670808674,60.731903329191326
Red Riding Hood,2011,1h 40m,PG-13,5.4,42000000.0,14005335,90260376.0,37662162,2011-03-11,Spring,3,CAN,North America,48260376.0,114.90565714285714,41.72613019028416,58.27386980971584
The Roommate,2011,1h 31m,PG-13,4.8,16000000.0,15002635,40492652.0,37300000,2011-02-04,Winter,2,USA,North America,24492652.0,153.079075,92.11547813662587,7.8845218633741245
The Rite,2011,1h 54m,PG-13,6.0,37000000.0,14789393,96560591.0,33047633,2011-01-28,Winter,1,HUN,Europe,59560591.0,160.97457027027028,34.22476256384967,65.77523743615032
Priest,2011,1h 27m,PG-13,5.7,60000000.0,14953664,78309505.0,29137000,2011-05-13,Spring,5,USA,North America,18309505.0,30.515841666666667,37.20748841408204,62.79251158591796
The Darkest Hour,2011,1h 29m,PG-13,4.9,30000000.0,2993519,64626786.0,21443494,2011-12-25,Winter,12,RUS,Europe,34626786.0,115.42262000000001,33.18050506178661,66.81949493821338
Shark Night,2011,1h 30m,PG-13,4.1,25000000.0,8404260,41363927.0,18877153,2011-09-02,Fall,9,USA,North America,16363927.0,65.455708,45.636752525938846,54.36324747406115
You're Next,2011,1h 35m,R,6.6,1000000.0,7020196,26895481.0,18494006,2013-08-23,Summer,8,USA,North America,25895481.0,2589.5481,68.76250326216513,31.23749673783488
Fright Night,2011,1h 46m,R,6.4,30000000.0,7714388,41002607.0,18302607,2011-08-19,Summer,8,USA,North America,11002607.0,36.675356666666666,44.63766657568871,55.36233342431128
Apollo 18,2011,1h 26m,PG-13,5.2,5000000.0,8704271,26236153.0,17687709,2011-09-02,Fall,9,CAN,North America,21236153.0,424.72306,67.41731152429246,32.58268847570755
The Thing,2011,1h 43m,R,6.2,38000000.0,8493665,31505287.0,16928670,2011-10-14,Fall,10,CAN,North America,-6494713.0,-17.09135,53.732790943945375,46.267209056054625
Silent House,2011,1h 26m,R,5.2,2000000.0,6661234,16527747.0,12754783,2012-03-09,Spring,3,USA,North America,14527747.0,726.38735,77.17194001094039,22.82805998905961
Red State,2011,1h 28m,R,6.1,4000000.0,204230,1874460.0,1104682,2011-09-30,Fall,9,USA,North America,-2125540.0,-53.1385,58.93334613702079,41.0666538629792
Creature,2011,1h 33m,R,3.6,3000000.0,327000,533235.0,508714,2011-09-09,Fall,9,UNK,Unknown,-2466765.0,-82.2255,95.40146464504393,4.59853535495607
Munger Road,2011,1h 26m,PG-13,4.4,200000.0,36605,266689.0,266689,2011-09-30,Fall,9,USA,North America,66689.0,33.3445,100.0,0.0
The Afflicted,2011,1h 25m,Not Rated,4.5,180000.0,90272,212940.0,212940,2012-03-01,Spring,3,USA,North America,32940.0,18.3,100.0,0.0
"Filth to Ashes, Flesh to Dust",2011,1h 30m,Not Rated,2.5,100000.0,86086,202531.0,202531,2011-09-30,Fall,9,USA,North America,102531.0,102.53099999999999,100.0,0.0
Evil Bong 3: The Wrath of Bong,2011,1h 27m,R,3.7,,24775,91260.0,91260,2011-04-08,Spring,4,USA,North America,,,100.0,0.0
The Innkeepers,2011,1h 41m,R,5.5,750000.0,29557,1178831.0,78396,2011-03-12,Spring,3,USA,North America,428831.0,57.17746666666667,6.650317136213757,93.34968286378624
Intruders,2011,1h 40m,R,5.4,10000000.0,40746,5486559.0,69136,2011-10-07,Fall,10,GBR,Europe,-4513441.0,-45.13441,1.2600976313204688,98.73990236867954
11-11-11,2011,1h 30m,PG-13,3.9,,32771,6963872.0,32771,2011-11-11,Fall,11,ESP,Europe,,,0.4705859039339034,99.52941409606609
The Day,2011,1h 27m,R,5.2,,10121,80848.0,20984,2012-09-20,Fall,9,CAN,North America,,,25.95487829012468,74.04512170987532
Lovely Molly,2011,1h 39m,R,5.3,1000000.0,12555,638274.0,18464,2012-06-29,Summer,6,USA,North America,-361726.0,-36.1726,2.892801524110335,97.10719847588966
The Moth Diaries,2011,1h 22m,R,4.9,,2276,413035.0,3838,2012-05-17,Spring,5,CAN,North America,,,0.9292190734441392,99.07078092655586
Cassadaga,2011,1h 52m,R,5.2,,1678,2544.0,2544,2013-10-11,Fall,10,USA,North America,,,100.0,0.0
Dark Shadows,2012,1h 53m,PG-13,6.2,150000000.0,29685274,245527149.0,79727149,2012-05-11,Spring,5,CAN,North America,95527149.0,63.684766,32.47182616045446,67.52817383954553
The Woman in Black,2012,1h 35m,PG-13,6.4,17000000.0,20874072,128955898.0,54333290,2012-02-03,Winter,2,GBR,Europe,111955898.0,658.5641058823529,42.13323379749564,57.86676620250436
Paranormal Activity 4,2012,1h 28m,R,4.7,5000000.0,29003866,142802657.0,53885000,2012-10-19,Fall,10,USA,North America,137802657.0,2756.05314,37.733891744045074,62.26610825595493
The Devil Inside,2012,1h 23m,R,4.2,1000000.0,33732515,101758490.0,53261944,2012-01-06,Winter,1,ROU,Europe,100758490.0,10075.849,52.34152354265477,47.65847645734523
The Possession,2012,1h 32m,PG-13,5.9,14000000.0,17732480,85446075.0,49130154,2012-08-31,Summer,8,CAN,North America,71446075.0,510.3291071428571,57.49843278348362,42.501567216516385
Sinister,2012,1h 50m,R,6.8,3000000.0,18007634,82515113.0,48086903,2012-10-12,Fall,10,USA,North America,79515113.0,2650.5037666666667,58.27647960683275,41.72352039316725
Resident Evil: Retribution,2012,1h 35m,R,5.3,65000000.0,21052227,240159255.0,42345531,2012-09-14,Fall,9,CAN,North America,175159255.0,269.4757769230769,17.632271136084263,82.36772886391573
