Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
1. Spider-Man,2002,2h 1m,PG-13,7.4,917K,73.0,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",https://www.imdb.com/title/tt0145487/?ref_=sr_i_1,"['Stan Lee', 'Steve Ditko', 'David Koepp']",['Sam Raimi'],"['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco', 'Cliff Robertson', 'Rosemary Harris', 'J.K. Simmons', 'Joe Manganiello', 'Gerry Becker', 'Bill Nunn']","$139,000,000 (estimated)","$114,844,116","$825,802,095","$407,774,549","May 3, 2002",['United States'],"['Queensboro Bridge, Manhattan, New York City, New York, USA']","['Columbia Pictures', 'Marvel Enterprises', 'Laura Ziskin Productions']","Nominated for 2 Oscars, 17 wins & 65 nominations total","['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']",['English']
2. The Lord of the Rings: The Two Towers,2002,2h 59m,PG-13,8.8,1.9M,87.0,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",https://www.imdb.com/title/tt0167261/?ref_=sr_i_2,"['J.R.R. Tolkien', 'Fran Walsh', 'Philippa Boyens']",['Peter Jackson'],"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Orlando Bloom', 'Bruce Allpress', 'Sean Astin', 'John Bach', 'Sala Baker', 'Cate Blanchett', 'Billy Boyd']","$94,000,000 (estimated)","$62,007,528","$938,258,056","$345,518,923","December 18, 2002","['New Zealand', 'United States']","['Hinuera Valley, Matamata, Waikato, New Zealand']","['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']","Won 2 Oscars, 132 wins & 138 nominations total","['Action Epic', 'Adventure Epic', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Drama', 'Fantasy']","['English', 'Sindarin', 'Old English']"
3. Star Wars: Episode II - Attack of the Clones,2002,2h 22m,PG,6.6,784K,54.0,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi discovers a secret clone army crafted for the Jedi.",https://www.imdb.com/title/tt0121765/?ref_=sr_i_3,"['George Lucas', 'Jonathan Hales']",['George Lucas'],"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor', 'Christopher Lee', 'Samuel L. Jackson', 'Frank Oz', 'Ian McDiarmid', 'Pernilla August', 'Temuera Morrison', 'Jimmy Smits']","$115,000,000 (estimated)","$80,027,814","$653,780,724","$310,676,740","May 16, 2002","['United States', 'United Kingdom']","['Villa del Balbianello, Lenno, Lake Como, Lombardia, Italy (site of hiding/wedding, Naboo)']","['Lucasfilm', 'Recce & Production Services', 'Mestiere Cinema']","Nominated for 1 Oscar, 21 wins & 71 nominations total","['Action Epic', 'Adventure Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['English']
4. Harry Potter and the Chamber of Secrets,2002,2h 41m,PG,7.4,725K,63.0,"Harry Potter lives his second year at Hogwarts with Ron and Hermione when a message on the wall announces that the legendary Chamber of Secrets has been opened. The trio soon realize that, to save the school, it will take a lot of courage.",https://www.imdb.com/title/tt0295297/?ref_=sr_i_4,"['J.K. Rowling', 'Steve Kloves']",['Chris Columbus'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Richard Griffiths', 'Fiona Shaw', 'Harry Melling', 'Toby Jones', 'Jim Norton', 'Veronica Clifford']","$100,000,000 (estimated)","$88,357,488","$882,767,796","$262,641,637","November 15, 2002","['United Kingdom', 'United States']","['Glenfinnan Viaduct, Fort William, Highland, Scotland, UK (Hogwarts Express Bridge)']","['Warner Bros.', 'Heyday Films', '1492 Pictures']","Won 1 BAFTA Award, 14 wins & 50 nominations total","['Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['English', 'Latin']"
5. My Big Fat Greek Wedding,2002,1h 35m,PG,6.6,148K,62.0,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,https://www.imdb.com/title/tt0259446/?ref_=sr_i_5,['Nia Vardalos'],['Joel Zwick'],"['Nia Vardalos', 'John Corbett', 'Michael Constantine', 'Christina Eleusiniotis', 'Kaylee Vieira', 'Johnny Kalangis', 'Lainie Kazan', 'Marita Zouravlioff', 'Sarah Osman', 'Petra Wildgoose']","$5,000,000 (estimated)","$597,362","$368,744,044","$241,438,208","August 2, 2002","['Canada', 'United States', 'Germany']","['Ryerson Polytechnic University, Toronto, Ontario, Canada']","['Alliance Cinema', 'Gold Circle Films', 'Home Box Office (HBO)']","Nominated for 1 Oscar, 20 wins & 29 nominations total","['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']","['English', 'Greek']"
6. Signs,2002,1h 46m,PG-13,6.8,400K,59.0,"A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.",https://www.imdb.com/title/tt0286106/?ref_=sr_i_6,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin', 'Cherry Jones', 'M. Night Shyamalan', 'Patricia Kalember', 'Ted Sutton', 'Merritt Wever', 'Lanny Flaherty']","$72,000,000 (estimated)","$60,117,080","$408,247,917","$227,966,634","August 2, 2002",['United States'],"['Bucks County, Pennsylvania, USA']","['Touchstone Pictures', 'Blinding Edge Pictures', 'The Kennedy/Marshall Company']","Awards, 3 wins & 34 nominations total","['Alien Invasion', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","['English', 'Portuguese']"
7. Austin Powers in Goldmember,2002,1h 34m,PG-13,6.2,228K,62.0,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",https://www.imdb.com/title/tt0295178/?ref_=sr_i_7,"['Mike Myers', 'Michael McCullers']",['Jay Roach'],"['Mike Myers', 'Beyoncé', 'Seth Green', 'Michael York', 'Robert Wagner', 'Mindy Sterling', 'Verne Troyer', 'Michael Caine', 'Fred Savage', 'Diane Mizota']","$63,000,000 (estimated)","$73,071,188","$296,939,148","$213,307,889","July 26, 2002",['United States'],"['Moab, Utah, USA']","['New Line Cinema', 'Gratitude International', 'Team Todd']","Awards, 5 wins & 23 nominations total","['Parody', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime']","['English', 'Japanese', 'German', 'French']"
8. Men in Black II,2002,1h 28m,PG-13,6.2,417K,49.0,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,https://www.imdb.com/title/tt0120912/?ref_=sr_i_8,"['Lowell Cunningham', 'Robert Gordon', 'Barry Fanaro']",['Barry Sonnenfeld'],"['Tommy Lee Jones', 'Will Smith', 'Rip Torn', 'Lara Flynn Boyle', 'Johnny Knoxville', 'Rosario Dawson', 'Tony Shalhoub', 'Patrick Warburton', 'Jack Kehler', 'David Cross']","$140,000,000 (estimated)","$52,148,751","$445,135,288","$193,735,288","July 3, 2002",['United States'],"['210 10th Avenue, Manhattan, New York City, New York, USA ([8:23]diner)']","['Columbia Pictures', 'Amblin Entertainment', 'Parkes/MacDonald Image Nation']","Awards, 4 wins & 16 nominations total","['Buddy Comedy', 'Buddy Cop', 'Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",['English']
9. Ice Age,2002,1h 21m,PG,7.5,540K,61.0,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",https://www.imdb.com/title/tt0268380/?ref_=sr_i_9,"['Michael J. Wilson', 'Michael Berg', 'Peter Ackerman']","['Chris Wedge', 'Carlos Saldanha']","['Denis Leary', 'John Leguizamo', 'Ray Romano', 'Goran Visnjic', 'Jack Black', 'Cedric The Entertainer', 'Stephen Root', 'Diedrich Bader', 'Alan Tudyk', 'Lorri Bagley']","$59,000,000 (estimated)","$46,312,454","$383,257,136","$176,387,405","March 27, 2002",['United States'],,"['Twentieth Century Fox', 'Blue Sky Studios', 'Twentieth Century Fox Animation']","Nominated for 1 Oscar, 5 wins & 30 nominations total","['Animal Adventure', 'Computer Animation', 'Dinosaur Adventure', 'Quest', 'Survival', 'Adventure', 'Animation', 'Comedy', 'Family']",['English']
10. Chicago,2002,1h 53m,PG-13,7.2,249K,81.0,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",https://www.imdb.com/title/tt0299658/?ref_=sr_i_10,"['Bill Condon', 'Bob Fosse', 'Fred Ebb']",['Rob Marshall'],"['Renée Zellweger', 'Catherine Zeta-Jones', 'Richard Gere', 'Taye Diggs', 'Cliff Saunders', 'Dominic West', 'Jayne Eastwood', 'Bruce Beaton', 'Roman Podhora', 'John C. Reilly']","$45,000,000 (estimated)","$2,074,929","$306,777,366","$170,687,518","January 24, 2003","['United States', 'Germany']","[""Ontario Legislature Building, Queen's Park, Toronto, Ontario, Canada (as courthouse steps for press conference)""]","['Miramax', 'Producers Circle', 'Storyline Entertainment']","Won 6 Oscars, 59 wins & 129 nominations total","['True Crime', 'Comedy', 'Crime', 'Musical']","['English', 'Hungarian']"
