Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
1. Aladdin,1992,1h 30m,G,8.0,484K,86.0,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,https://www.imdb.com/title/tt0103639/?ref_=sr_i_1,"['Ron Clements', 'John Musker', 'Ted Elliott']","['Ron Clements', 'John Musker']","['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman', 'Frank Welker', 'Gilbert Gottfried', 'Douglas Seale', 'Charlie Adler', 'Jack Angel', 'Corey Burton']","$28,000,000 (estimated)","$196,664","$504,050,219","$217,350,219","November 25, 1992",['United States'],"['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']","Won 2 Oscars, 35 wins & 22 nominations total","['Desert Adventure', 'Fairy Tale', 'Feel-Good Romance', 'Hand-Drawn Animation', 'Pop Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['English']
2. Home Alone 2: Lost in New York,1992,2h,PG,6.9,427K,46.0,"Kevin is separated from his family again when he accidentally boards a flight to New York City during a Christmas trip to Miami. However he crosses paths with the same burglars, who now plan to rob a toy store on Christmas eve.",https://www.imdb.com/title/tt0104431/?ref_=sr_i_2,['John Hughes'],['Chris Columbus'],"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', ""Catherine O'Hara"", 'John Heard', 'Devin Ratray', 'Hillary Wolf', 'Maureen Elisabeth Shay', 'Michael C. Maronna', 'Gerry Bamman']","$28,000,000 (estimated)","$31,126,882","$358,994,850","$173,585,516","November 20, 1992",['United States'],"['World Trade Center, Manhattan, New York City, New York, USA']","['Twentieth Century Fox', 'Hughes Entertainment']","Awards, 3 wins & 3 nominations total","['High-Concept Comedy', 'Holiday Comedy', 'Holiday Family', 'Slapstick', 'Urban Adventure', 'Adventure', 'Comedy', 'Crime', 'Family', 'Holiday']","['English', 'French', 'Spanish', 'Latin']"
3. Batman Returns,1992,2h 6m,PG-13,7.1,339K,68.0,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.",https://www.imdb.com/title/tt0103776/?ref_=sr_i_3,"['Bob Kane', 'Daniel Waters', 'Sam Hamm']",['Tim Burton'],"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken', 'Michael Gough', 'Michael Murphy', 'Cristi Conaway', 'Andrew Bryniarski', 'Pat Hingle', 'Vincent Schiavelli']","$80,000,000 (estimated)","$45,687,711","$266,941,512","$162,924,631","June 19, 1992","['United States', 'United Kingdom']","[""Stage 12, Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Penguin's lair, demolished in 2020)""]","['Warner Bros.', 'Polygram Filmed Entertainment']","Nominated for 2 Oscars, 2 wins & 29 nominations total","['Dark Fantasy', 'Superhero', 'Supernatural Fantasy', 'Action', 'Crime', 'Fantasy', 'Holiday']",['English']
4. Lethal Weapon 3,1992,1h 58m,R,6.7,183K,40.0,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,https://www.imdb.com/title/tt0104714/?ref_=sr_i_4,"['Jeffrey Boam', 'Robert Mark Kamen', 'Shane Black']",['Richard Donner'],"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo', 'Stuart Wilson', 'Steve Kahan', 'Darlene Love', 'Traci Wolfe', 'Damon Hines', 'Ebonie Smith']","$35,000,000 (estimated)","$33,243,086","$321,731,527","$144,731,527","May 15, 1992",['United States'],"['Orlando, Florida, USA']","['Warner Bros.', 'Silver Pictures']","Awards, 3 wins & 4 nominations total","['Action', 'Crime', 'Thriller']",['English']
5. A Few Good Men,1992,2h 18m,R,7.7,300K,62.0,A military lawyer is tasked with defending two US Marines charged with murdering a fellow Marine and intends to prove they were only following their base commander's orders.,https://www.imdb.com/title/tt0104257/?ref_=sr_i_5,['Aaron Sorkin'],['Rob Reiner'],"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon', 'Kiefer Sutherland', 'Kevin Pollak', 'James Marshall', 'J.T. Walsh', 'Christopher Guest', 'J.A. Preston']","$41,000,000 (estimated)","$15,517,468","$243,240,178","$141,340,178","December 11, 1992",['United States'],"['Naval Air Station Point Mugu, Point Mugu, California, USA (Guantanamo Bay US Naval Base, Cuba)']","['Columbia Pictures', 'Castle Rock Entertainment', 'David Brown Productions']","Nominated for 4 Oscars, 10 wins & 30 nominations total","['Legal Drama', 'Legal Thriller', 'Drama', 'Thriller']","['English', 'French']"
6. Sister Act,1992,1h 40m,PG,6.5,113K,51.0,"When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identity.",https://www.imdb.com/title/tt0105417/?ref_=sr_i_6,['Paul Rudnick'],['Emile Ardolino'],"['Whoopi Goldberg', 'Maggie Smith', 'Harvey Keitel', 'Bill Nunn', 'Mary Wickes', 'Kathy Najimy', 'Wendy Makkena', 'Joseph Maher', 'Richard Portnow', 'Ellen Albertini Dow']","$31,000,000 (estimated)","$11,894,587","$231,605,150","$139,605,150","May 29, 1992",['United States'],"[""St. Paul's Church, Church Street, Noe Valley, San Francisco, California, USA""]","['Touchstone Pictures', 'Touchwood Pacific Partners 1']","Awards, 9 wins & 10 nominations total","['Dark Comedy', 'Comedy', 'Family', 'Music']",['English']
7. The Bodyguard,1992,2h 9m,R,6.4,153K,39.0,"A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",https://www.imdb.com/title/tt0103855/?ref_=sr_i_7,['Lawrence Kasdan'],['Mick Jackson'],"['Kevin Costner', 'Whitney Houston', 'Gary Kemp', 'Bill Cobbs', 'Ralph Waite', 'Tomas Arana', 'Michele Lamar Richards', 'Mike Starr', 'Christopher Birt', 'DeVaughn Nixon']","$25,000,000 (estimated)","$16,611,793","$411,046,449","$122,046,449","November 25, 1992",['United States'],"[""Beverly Estate, 1011 North Beverly Drive, Beverly Hills, California, USA (Rachel's estate - exteriors)""]","['Warner Bros.', 'Kasdan Pictures', 'Tig Productions']","Nominated for 2 Oscars, 14 wins & 21 nominations total","['Drama', 'Music', 'Romance', 'Thriller']",['English']
8. Wayne's World,1992,1h 34m,PG-13,7.0,177K,57.0,Two slacker friends try to promote their public-access cable show.,https://www.imdb.com/title/tt0105793/?ref_=sr_i_8,"['Mike Myers', 'Bonnie Turner', 'Terry Turner']",['Penelope Spheeris'],"['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Tia Carrere', 'Brian Doyle-Murray', 'Lara Flynn Boyle', 'Michael DeLuise', 'Dan Bell', 'Lee Tergesen', 'Kurt Fuller']","$20,000,000 (estimated)","$18,122,710","$183,097,323","$121,697,323","February 14, 1992",['United States'],"['West Covina, California, USA']",['Paramount Pictures'],"Awards, 4 wins & 5 nominations total","['Buddy Comedy', 'Comedy', 'Music']","['English', 'Cantonese']"
9. Basic Instinct,1992,2h 7m,R,7.1,230K,43.0,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,https://www.imdb.com/title/tt0103772/?ref_=sr_i_9,['Joe Eszterhas'],['Paul Verhoeven'],"['Michael Douglas', 'Sharon Stone', 'George Dzundza', 'Jeanne Tripplehorn', 'Denis Arndt', 'Leilani Sarelle', 'Bruce A. Young', 'Chelcie Ross', 'Dorothy Malone', 'Wayne Knight']","$49,000,000 (estimated)","$15,129,385","$352,927,224","$117,727,224","March 20, 1992","['France', 'United States', 'United Kingdom']","[""157 Spindrift Road, Carmel Highlands, California, USA (Catherine Tramell's mansion)""]","['Carolco Pictures', 'Canal+']","Nominated for 2 Oscars, 6 wins & 23 nominations total","['Erotic Thriller', 'Psychological Thriller', 'Suspense Mystery', 'Whodunnit', 'Drama', 'Mystery', 'Thriller']","['English', 'Spanish']"
10. A League of Their Own,1992,2h 8m,PG,7.4,125K,69.0,"During World War II, sisters Dottie and Kit join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.",https://www.imdb.com/title/tt0104694/?ref_=sr_i_10,"['Kim Wilson', 'Kelly Candaele', 'Lowell Ganz']",['Penny Marshall'],"['Tom Hanks', 'Geena Davis', 'Lori Petty', 'Madonna', ""Rosie O'Donnell"", 'Megan Cavanagh', 'Tracy Reiner', 'Bitty Schram', 'Ann Cusack', 'Anne Ramsay']","$40,000,000 (estimated)","$13,739,456","$132,440,069","$107,533,928","July 1, 1992",['United States'],"['Bosse Field - 1701 N. Main Street, Evansville, Indiana, USA']","['Columbia Pictures', 'Parkway Productions']","Awards, 6 wins & 13 nominations total","['Baseball', 'Comedy', 'Drama', 'Sport']",['English']
