Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
1. Rocky,1976,2h,PG,8.1,656K,70.0,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,https://www.imdb.com/title/tt0075148/?ref_=sr_i_1,['Sylvester Stallone'],['John G. Avildsen'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani']","$960,000 (estimated)",,"$117,253,345","$117,235,147","December 3, 1976",['United States'],"[""1818 East Tusculum Street, Kensington, North Philadelphia, Pennsylvania, USA (Rocky's home)""]",['Chartoff-Winkler Productions'],"Won 3 Oscars, 22 wins & 23 nominations total","['Boxing', 'Drama', 'Sport']","['English', 'Spanish', 'Italian']"
2. A Star Is Born,1976,2h 19m,R,6.1,14K,59.0,"Has-been singing idol John Norman Howard falls in love with young, up-and-coming songstress Esther Hoffman in Frank Pierson's version of the classic love story updated to the rock and roll era.",https://www.imdb.com/title/tt0075265/?ref_=sr_i_2,"['John Gregory Dunne', 'Joan Didion', 'Frank Pierson']",['Frank Pierson'],"['Barbra Streisand', 'Kris Kristofferson', 'Gary Busey', 'Oliver Clark', 'Venetta Fields', 'Clydie King', 'Marta Heflin', 'M.G. Kelly', 'Sally Kirkland', 'Joanne Linville']","$6,000,000 (estimated)",,"$80,000,115","$80,000,000","December 17, 1976",['United States'],"['Empire Ranch, Sonoita, Arizona, USA (newly built honeymoon home)']","['Barwood Films', 'First Artists']","Won 1 Oscar, 7 wins & 7 nominations total","['Drama', 'Music', 'Romance']",['English']
3. All the President's Men,1976,2h 18m,PG,7.9,131K,84.0,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",https://www.imdb.com/title/tt0074119/?ref_=sr_i_3,"['Carl Bernstein', 'Bob Woodward', 'William Goldman']",['Alan J. Pakula'],"['Dustin Hoffman', 'Robert Redford', 'Jack Warden', 'Martin Balsam', 'Hal Holbrook', 'Jason Robards', 'Jane Alexander', 'Meredith Baxter', 'Ned Beatty', 'Stephen Collins']","$8,500,000 (estimated)",,"$70,601,199","$70,600,000","April 9, 1976",['United States'],"['Parking garage, ABC Entertainment Center - 2040 Avenue of the Stars, Century City, Los Angeles, California, USA (Deep Throat meeting site)']",['Wildwood Enterprises'],"Won 4 Oscars, 17 wins & 23 nominations total","['Conspiracy Thriller', 'Political Drama', 'Political Thriller', 'Workplace Drama', 'Drama', 'History', 'Thriller']","['English', 'Spanish']"
4. The Omen,1976,1h 51m,R,7.5,141K,62.0,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,https://www.imdb.com/title/tt0075005/?ref_=sr_i_4,"['David Seltzer', 'Harvey Bernhard']",['Richard Donner'],"['Gregory Peck', 'Lee Remick', 'Harvey Stephens', 'David Warner', 'Billie Whitelaw', 'Patrick Troughton', 'Martin Benson', 'Robert Rietty', 'Tommy Duggan', 'John Stride']","$2,800,000 (estimated)","$4,273,886","$60,922,980","$60,922,980","June 25, 1976","['United Kingdom', 'United States']","['Guildford Cathedral, Guildford, Surrey, England, UK (Where the wedding was being held)']","['Twentieth Century Fox', 'Harvey Bernhard Productions', 'Mace Neufeld Productions']","Won 1 Oscar, 6 wins & 9 nominations total","['Supernatural Horror', 'Horror', 'Mystery']","['English', 'Latin', 'Italian']"
5. King Kong,1976,2h 14m,PG,6.0,37K,61.0,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.,https://www.imdb.com/title/tt0074751/?ref_=sr_i_5,"['James Ashmore Creelman', 'Ruth Rose', 'Merian C. Cooper']",['John Guillermin'],"['Jeff Bridges', 'Charles Grodin', 'Jessica Lange', 'John Randolph', 'Rene Auberjonois', 'Julius Harris', ""Jack O'Halloran"", 'Dennis Fimple', 'Ed Lauter', 'Jorge Moreno']","$24,000,000 (estimated)","$7,023,921","$52,614,445","$52,614,445","December 17, 1976",['United States'],"[""Kaua'i, Hawaii, USA (Skull Island)""]",['Dino De Laurentiis Company'],"Nominated for 2 Oscars, 5 wins & 3 nominations total","['Dinosaur Adventure', 'Globetrotting Adventure', 'Jungle Adventure', 'Monster Horror', 'Urban Adventure', 'Adventure', 'Horror']",['English']
6. Silver Streak,1976,1h 54m,PG,6.9,23K,41.0,"On a long-distance train trip, a man finds romance but also finds himself in danger of being killed, or at least pushed off the train.",https://www.imdb.com/title/tt0075223/?ref_=sr_i_6,['Colin Higgins'],['Arthur Hiller'],"['Gene Wilder', 'Richard Pryor', 'Jill Clayburgh', 'Patrick McGoohan', 'Ned Beatty', 'Clifton James', 'Ray Walston', 'Stefan Gierasch', 'Len Birman', 'Valerie Curtin']","$6,500,000 (estimated)",,"$51,079,064","$51,079,064","December 3, 1976",['United States'],"['Calgary, Alberta, Canada']","['Frank Yablans Presentations', 'Miller-Milkis Productions', 'Twentieth Century Fox']","Nominated for 1 Oscar, 4 nominations total","['Buddy Comedy', 'Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",['English']
7. The Enforcer,1976,1h 36m,R,6.7,51K,58.0,"Inspector ""Dirty"" Harry Callahan reluctantly teams up with rookie Inspector Kate Moore to foil a terrorist organization made up of disgruntled Vietnam veterans.",https://www.imdb.com/title/tt0074483/?ref_=sr_i_7,"['Harry Julian Fink', 'Rita M. Fink', 'Stirling Silliphant']",['James Fargo'],"['Clint Eastwood', 'Tyne Daly', 'Harry Guardino', 'Bradford Dillman', 'John Mitchum', 'DeVeren Bookwalter', 'John Crawford', 'Samantha Doane', 'Bob Hoy', 'Jocelyn Jones']","$9,000,000 (estimated)",,"$46,236,000","$46,236,000","December 22, 1976",['United States'],"['Alcatraz Island, San Francisco Bay, California, USA']","['Warner Bros.', 'The Malpaso Company']","Awards, 2 nominations total","['One-Person Army Action', 'Police Procedural', 'Action', 'Crime', 'Thriller']",['English']
8. Silent Movie,1976,1h 27m,PG,6.7,19K,75.0,A film director and his strange friends struggle to produce the first major silent feature film in forty years.,https://www.imdb.com/title/tt0075222/?ref_=sr_i_8,"['Mel Brooks', 'Ron Clark', 'Rudy De Luca']",['Mel Brooks'],"['Mel Brooks', 'Marty Feldman', 'Dom DeLuise', 'Sid Caesar', 'Harold Gould', 'Ron Carey', 'Bernadette Peters', 'Carol Arthur', 'Liam Dunn', 'Fritz Feld']","$4,400,000 (estimated)",,"$36,145,695","$36,145,695","June 16, 1976",['United States'],"['Beverly Hills, California, USA']",['Crossbow Productions'],"Awards, 1 win & 6 nominations total","['Dark Comedy', 'Parody', 'Slapstick', 'Comedy']",['English']
9. The Pink Panther Strikes Again,1976,1h 43m,PG,7.1,33K,60.0,"After escaping from an insane asylum, the bonkers Charles Dreyfus sends 26 assassins on the trail of the forever bumbling Inspector Clouseau.",https://www.imdb.com/title/tt0075066/?ref_=sr_i_9,"['Frank Waldman', 'Blake Edwards']",['Blake Edwards'],"['Peter Sellers', 'Herbert Lom', 'Lesley-Anne Down', 'Burt Kwouk', 'Colin Blakely', 'Leonard Rossiter', 'André Maranne', 'Byron Kane', 'Howard K. Smith', 'Dick Crockett']","$6,000,000 (estimated)",,"$33,833,201","$33,833,201","December 15, 1976","['United Kingdom', 'United States']","['Munich, Bavaria, Germany (Hotel Bayerischer Hof and Oktoberfest)']",['Amjo Productions'],"Nominated for 1 Oscar, 2 wins & 3 nominations total","['Bumbling Detective', 'Farce', 'Slapstick', 'Comedy', 'Crime']",['English']
10. Carrie,1976,1h 38m,R,7.4,217K,86.0,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",https://www.imdb.com/title/tt0074285/?ref_=sr_i_10,"['Stephen King', 'Lawrence D. Cohen']",['Brian De Palma'],"['Sissy Spacek', 'Piper Laurie', 'Amy Irving', 'John Travolta', 'William Katt', 'Nancy Allen', 'Betty Buckley', 'P.J. Soles', 'Priscilla Pointer', 'Sydney Lassick']","$1,800,000 (estimated)",,"$33,861,748","$33,800,000","November 16, 1976",['United States'],"[""124 N 7th St, Santa Paula, California, USA (Carrie White's house, demolished)""]",['Red Bank Films'],"Nominated for 2 Oscars, 6 wins & 9 nominations total","['Supernatural Horror', 'Teen Horror', 'Horror', 'Mystery']",['English']
