Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
1. The Girl on the Bridge,1951,1h 16m,Not Rated,6.9,256,,"An elderly watchmaker stops a beautiful young blonde from committing suicide by throwing herself off a bridge. They eventually marry, and things go well until a man from the woman's somewhat unsavory past shows up and attempts to blackmail her.",https://www.imdb.com/title/tt0043588/?ref_=sr_i_1,"['Hugo Haas', 'Arnold Lipp']",['Hugo Haas'],"['Hugo Haas', 'Beverly Michaels', 'Robert Dane', 'Anthony Jochim', 'John Close', 'Darr Smith', 'Judy Clark', 'Maria Bibikov', 'Al Hill', 'Dick Pinner']",,"$66,567","$1,709,141","$1,708,839",December 1951,['United States'],"['Motion Picture Center Studios, Hollywood, Los Angeles, California, USA (Studio)']",['Hugo Haas Productions'],,"['Crime', 'Drama']",['English']
2. An American in Paris,1951,1h 54m,Approved,7.1,38K,83.0,Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,https://www.imdb.com/title/tt0043278/?ref_=sr_i_2,['Alan Jay Lerner'],['Vincente Minnelli'],"['Gene Kelly', 'Leslie Caron', 'Oscar Levant', 'Georges Guétary', 'Nina Foch', 'Robert Ames', 'Joan Anderson', 'Marie Antoinette Andrews', 'Larry Arnold', 'Martha Bamattre']","$2,723,903 (estimated)","$182,606","$275,077","$267,824","November 11, 1951",['United States'],"['Paris, France (second unit exterior photography)']","[""Loew's""]","Won 6 Oscars, 13 wins & 8 nominations total","['Classic Musical', 'Jukebox Musical', 'Drama', 'Musical', 'Romance']","['English', 'French', 'German']"
3. The Tales of Hoffmann,1951,2h 8m,Approved,7.1,4.3K,76.0,"A melancholy poet reflects on three women he loved and lost in the past: a mechanical performing doll, a Venetian courtesan, and the consumptive daughter of a celebrated composer.",https://www.imdb.com/title/tt0044103/?ref_=sr_i_3,"['Dennis Arundell', 'Jules Barbier', 'Michael Powell']","['Michael Powell', 'Emeric Pressburger']","['Moira Shearer', 'Robert Rounseville', 'Ludmilla Tchérina', 'Ann Ayars', 'Pamela Brown', 'Léonide Massine', 'Robert Helpmann', 'Frederick Ashton', 'Mogens Wieth', 'Lionel Harris']",,"$23,340","$140,714","$91,930","June 13, 1952",['United Kingdom'],"['Shepperton Studios, Shepperton, Surrey, England, UK (Studio)']","['The Archers', 'Vega Film Productions']","Nominated for 2 Oscars, 2 wins & 3 nominations total","['Fantasy', 'Music', 'Musical', 'Romance']",['English']
4. Diary of a Country Priest,1951,1h 35m,Not Rated,7.7,13K,,A young priest taking over the parish at Ambricourt tries to fulfill his duties even as he fights a mysterious stomach ailment.,https://www.imdb.com/title/tt0042619/?ref_=sr_i_4,"['Georges Bernanos', 'Robert Bresson']",['Robert Bresson'],"['Claude Laydu', 'Nicole Ladmiral', 'Jean Riveyre', 'Adrien Borel', 'Rachel Bérendt', 'Nicole Maurey', 'Martine Lemaire', 'Antoine Balpêtré', 'Jean Danet', 'Gaston Séverin']",,"$7,674","$47,000","$47,000","April 5, 1954",['France'],"['Eglise, Equirre, Pas-de-Calais, France']",['Union Générale Cinématographique (UGC)'],"Nominated for 1 BAFTA Award, 7 wins & 3 nominations total",['Drama'],['French']
5. Othello,1951,1h 30m,Approved,7.5,9.8K,,"The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio when in reality, it is all part of the scheme of a bitter Ensign named Iago.",https://www.imdb.com/title/tt0045251/?ref_=sr_i_5,"['William Shakespeare', 'Orson Welles', 'Jean Sacha']",['Orson Welles'],"['Orson Welles', 'Micheál MacLiammóir', 'Robert Coote', 'Suzanne Cloutier', 'Hilton Edwards', 'Michael Laurence', 'Fay Compton', 'Nicholas Bruce', 'Doris Dowling', 'Abdullah Ben Mohamet']",,"$6,010","$28,980","$28,980","September 12, 1955","['Italy', 'United States']","['Castle, El Jadida, Morocco (cistern interior)']","['Scalera Film', 'Mercury Productions']","Awards, 1 win & 1 nomination total","['Period Drama', 'Political Drama', 'Tragedy', 'Tragic Romance', 'Drama', 'Romance']","['English', 'Latin']"
6. Strangers on a Train,1951,1h 41m,PG,7.9,145K,88.0,A psychopath tries to forcibly persuade a tennis star to agree to his theory that two strangers can get away with murder by submitting to his plan to kill the other's most-hated person.,https://www.imdb.com/title/tt0044079/?ref_=sr_i_6,"['Raymond Chandler', 'Czenzi Ormonde', 'Whitfield Cook']",['Alfred Hitchcock'],"['Farley Granger', 'Robert Walker', 'Ruth Roman', 'Leo G. Carroll', 'Patricia Hitchcock', 'Kasey Rogers', 'Marion Lorne', 'Jonathan Hale', 'Howard St. John', 'John Brown']","$1,200,000 (estimated)",,"$51,734","$26,597","June 30, 1951",['United States'],"['Penn Station, Manhattan, New York City, New York, USA']",['Warner Bros.'],"Nominated for 1 Oscar, 6 wins & 2 nominations total","['Film Noir', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']","['English', 'French']"
7. Pandora and the Flying Dutchman,1951,2h 4m,Approved,6.9,5K,81.0,A seductive woman falls in love with a mysterious ship's captain.,https://www.imdb.com/title/tt0043899/?ref_=sr_i_7,"['Albert Lewin', 'Omar Khayyam', 'George Barrington']",['Albert Lewin'],"['James Mason', 'Ava Gardner', 'Nigel Patrick', 'Sheila Sim', 'Harold Warrender', 'Mario Cabré', 'Marius Goring', 'John Laurie', 'Pamela Mason', 'Patricia Raine']","$1,500,000 (estimated)","$5,466","$31,805","$17,401","October 15, 1951",['United Kingdom'],"['Sitges, Barcelona, Catalonia, Spain']","['Dorkay Productions', 'Romulus Films']","Awards, 3 nominations total","['Drama', 'Fantasy', 'Mystery', 'Romance']","['English', 'Spanish', 'Catalan']"
8. The Lavender Hill Mob,1951,1h 18m,Approved,7.5,16K,90.0,A meek bank clerk who oversees the shipment of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country as miniature Eiffel Towers.,https://www.imdb.com/title/tt0044829/?ref_=sr_i_8,['T.E.B. Clarke'],['Charles Crichton'],"['Alec Guinness', 'Stanley Holloway', 'Sidney James', 'Alfie Bass', 'Marjorie Fielding', 'Edie Martin', 'John Salew', 'Ronald Adam', 'Arthur Hambling', 'Gibb McLaughlin']",,"$5,524","$32,232","$16,361","October 15, 1951",['United Kingdom'],"['Gunnersbury Park, London, England, UK (Police Exhibition)']","['J. Arthur Rank Organisation', 'Ealing Studios']","Won 1 Oscar, 5 wins & 4 nominations total","['Caper', 'Comedy', 'Crime']","['English', 'French', 'Portuguese']"
9. Olivia,1951,1h 28m,,6.9,886,,"Late nineteenth century in a finishing school for young girls near in France, the principal, the fascinating Miss Julie, sows confusion in the heart of the newcomer, Olivia.",https://www.imdb.com/title/tt0042803/?ref_=sr_i_9,"['Dorothy Bussy', 'Colette Audry', 'Pierre Laroche']",['Jacqueline Audry'],"['Edwige Feuillère', 'Simone Simon', 'Marie-Claire Olivia', 'Yvonne de Bray', 'Suzanne Dehelly', 'Marina de Berg', 'Lesly Meynard', 'Rina Rhéty', 'Tania Soucault', 'Elly Claus']",,"$3,948","$9,934","$9,934","April 27, 1951",['France'],"['Studios de Boulogne, 2 rue de Silly, Boulogne-Billancourt, Hauts-de-Seine, France (Studio)']","['Filmsonor', ""Centre national du cinéma et de l'image animée (CNC)"", 'Films du Jeudi, Les']","Nominated for 1 BAFTA Award, 1 nomination total","['Comedy', 'Drama']","['French', 'Italian', 'English']"
10. The Man in the White Suit,1951,1h 25m,Approved,7.2,11K,,"An altruistic chemist invents a fabric which resists wear and stain as a boon to humanity, but big business and labor realize it must be suppressed for economic reasons.",https://www.imdb.com/title/tt0044876/?ref_=sr_i_10,"['Roger MacDougall', 'John Dighton', 'Alexander Mackendrick']",['Alexander Mackendrick'],"['Alec Guinness', 'Joan Greenwood', 'Cecil Parker', 'Michael Gough', 'Ernest Thesiger', 'Howard Marion-Crawford', 'Henry Mollison', 'Vida Hope', 'Patric Doonan', 'Duncan Lamont']",,"$3,874","$8,933","$8,718",April 1952,['United Kingdom'],"['Piccadilly Road, Burnley, Lancashire, England, UK (Van & Cars crossing left to right looking down street.)']",['Ealing Studios'],"Nominated for 1 Oscar, 3 wins & 3 nominations total","['Comedy', 'Drama', 'Sci-Fi']",['English']
